Rainfall - (MM), Year, Statistics, Country, ISO3
9.76236, 2000, Nov Average, Laos, LAO
9.36999, 2000, Dec Average, Laos, LAO
8.86796, 2001, Jan Average, Laos, LAO
11.6633, 2001, Feb Average, Laos, LAO
98.7377, 2001, Mar Average, Laos, LAO
39.9369, 2001, Apr Average, Laos, LAO
240.297, 2001, May Average, Laos, LAO
298.411, 2001, Jun Average, Laos, LAO
283.324, 2001, Jul Average, Laos, LAO
419.136, 2001, Aug Average, Laos, LAO
257.545, 2001, Sep Average, Laos, LAO
207.166, 2001, Oct Average, Laos, LAO
167.398, 2001, Nov Average, Laos, LAO
15.9006, 2001, Dec Average, Laos, LAO
12.5012, 2002, Jan Average, Laos, LAO
12.6614, 2002, Feb Average, Laos, LAO
62.5221, 2002, Mar Average, Laos, LAO
61.0446, 2002, Apr Average, Laos, LAO
282.146, 2002, May Average, Laos, LAO
269.237, 2002, Jun Average, Laos, LAO
343.139, 2002, Jul Average, Laos, LAO
413.201, 2002, Aug Average, Laos, LAO
301.078, 2002, Sep Average, Laos, LAO
137.613, 2002, Oct Average, Laos, LAO
86.3032, 2002, Nov Average, Laos, LAO
149.142, 2002, Dec Average, Laos, LAO
19.9667, 2003, Jan Average, Laos, LAO
46.5636, 2003, Feb Average, Laos, LAO
79.5212, 2003, Mar Average, Laos, LAO
63.138, 2003, Apr Average, Laos, LAO
147.715, 2003, May Average, Laos, LAO
237.521, 2003, Jun Average, Laos, LAO
210.617, 2003, Jul Average, Laos, LAO
332.696, 2003, Aug Average, Laos, LAO
332.242, 2003, Sep Average, Laos, LAO
55.396, 2003, Oct Average, Laos, LAO
2.07004, 2003, Nov Average, Laos, LAO
1.35339, 2003, Dec Average, Laos, LAO
51.6899, 2004, Jan Average, Laos, LAO
50.2917, 2004, Feb Average, Laos, LAO
24.1984, 2004, Mar Average, Laos, LAO
111.878, 2004, Apr Average, Laos, LAO
226.183, 2004, May Average, Laos, LAO
251.552, 2004, Jun Average, Laos, LAO
355.866, 2004, Jul Average, Laos, LAO
309.724, 2004, Aug Average, Laos, LAO
229.311, 2004, Sep Average, Laos, LAO
40.0113, 2004, Oct Average, Laos, LAO
28.7058, 2004, Nov Average, Laos, LAO
0.67191, 2004, Dec Average, Laos, LAO
3.13362, 2005, Jan Average, Laos, LAO
4.20844, 2005, Feb Average, Laos, LAO
52.97, 2005, Mar Average, Laos, LAO
73.9125, 2005, Apr Average, Laos, LAO
161.665, 2005, May Average, Laos, LAO
289.119, 2005, Jun Average, Laos, LAO
366.885, 2005, Jul Average, Laos, LAO
352.151, 2005, Aug Average, Laos, LAO
316.266, 2005, Sep Average, Laos, LAO
59.2783, 2005, Oct Average, Laos, LAO
146.744, 2005, Nov Average, Laos, LAO
45.2398, 2005, Dec Average, Laos, LAO
2.32518, 2006, Jan Average, Laos, LAO
19.7323, 2006, Feb Average, Laos, LAO
61.2508, 2006, Mar Average, Laos, LAO
130.419, 2006, Apr Average, Laos, LAO
172.83, 2006, May Average, Laos, LAO
159.698, 2006, Jun Average, Laos, LAO
383.907, 2006, Jul Average, Laos, LAO
372.485, 2006, Aug Average, Laos, LAO
145.967, 2006, Sep Average, Laos, LAO
303.333, 2006, Oct Average, Laos, LAO
117.606, 2006, Nov Average, Laos, LAO
0.61028, 2006, Dec Average, Laos, LAO
5.12884, 2007, Jan Average, Laos, LAO
19.3033, 2007, Feb Average, Laos, LAO
39.7917, 2007, Mar Average, Laos, LAO
103.11, 2007, Apr Average, Laos, LAO
204.883, 2007, May Average, Laos, LAO
218.084, 2007, Jun Average, Laos, LAO
224.394, 2007, Jul Average, Laos, LAO
340.322, 2007, Aug Average, Laos, LAO
242.771, 2007, Sep Average, Laos, LAO
341.292, 2007, Oct Average, Laos, LAO
60.3305, 2007, Nov Average, Laos, LAO
7.63359, 2007, Dec Average, Laos, LAO
31.6597, 2008, Jan Average, Laos, LAO
30.0518, 2008, Feb Average, Laos, LAO
82.8487, 2008, Mar Average, Laos, LAO
119.86, 2008, Apr Average, Laos, LAO
207.901, 2008, May Average, Laos, LAO
300.254, 2008, Jun Average, Laos, LAO
302.148, 2008, Jul Average, Laos, LAO
308.514, 2008, Aug Average, Laos, LAO
282.483, 2008, Sep Average, Laos, LAO
178.888, 2008, Oct Average, Laos, LAO
181.346, 2008, Nov Average, Laos, LAO
55.212, 2008, Dec Average, Laos, LAO
1.76959, 2009, Jan Average, Laos, LAO
5.28221, 2009, Feb Average, Laos, LAO
58.0391, 2009, Mar Average, Laos, LAO
114.832, 2009, Apr Average, Laos, LAO
237.134, 2009, May Average, Laos, LAO
221.535, 2009, Jun Average, Laos, LAO
342.552, 2009, Jul Average, Laos, LAO
246.231, 2009, Aug Average, Laos, LAO
226.622, 2009, Sep Average, Laos, LAO
93.821, 2009, Oct Average, Laos, LAO
49.8114, 2009, Nov Average, Laos, LAO
3.64322, 2009, Dec Average, Laos, LAO
94.0776, 2010, Jan Average, Laos, LAO
16.5713, 2010, Feb Average, Laos, LAO
20.7261, 2010, Mar Average, Laos, LAO
100.707, 2010, Apr Average, Laos, LAO
135.877, 2010, May Average, Laos, LAO
207.274, 2010, Jun Average, Laos, LAO
269.256, 2010, Jul Average, Laos, LAO
458.839, 2010, Aug Average, Laos, LAO
205.796, 2010, Sep Average, Laos, LAO
176.066, 2010, Oct Average, Laos, LAO
9.78182, 2010, Nov Average, Laos, LAO
28.6046, 2010, Dec Average, Laos, LAO
22.6963, 2011, Jan Average, Laos, LAO
15.2323, 2011, Feb Average, Laos, LAO
73.9347, 2011, Mar Average, Laos, LAO
115.125, 2011, Apr Average, Laos, LAO
203.199, 2011, May Average, Laos, LAO
331.892, 2011, Jun Average, Laos, LAO
336.603, 2011, Jul Average, Laos, LAO
417.475, 2011, Aug Average, Laos, LAO
355.588, 2011, Sep Average, Laos, LAO
219.323, 2011, Oct Average, Laos, LAO
90.0019, 2011, Nov Average, Laos, LAO
9.51178, 2011, Dec Average, Laos, LAO
44.5482, 2012, Jan Average, Laos, LAO
5.99526, 2012, Feb Average, Laos, LAO
49.4188, 2012, Mar Average, Laos, LAO
78.5495, 2012, Apr Average, Laos, LAO
214.74, 2012, May Average, Laos, LAO
242.836, 2012, Jun Average, Laos, LAO
281.521, 2012, Jul Average, Laos, LAO
308.516, 2012, Aug Average, Laos, LAO
207.236, 2012, Sep Average, Laos, LAO
168.073, 2012, Oct Average, Laos, LAO
316.224, 2012, Nov Average, Laos, LAO
8.86095, 2012, Dec Average, Laos, LAO
85.4435, 2013, Jan Average, Laos, LAO
39.7885, 2013, Feb Average, Laos, LAO
70.9901, 2013, Mar Average, Laos, LAO
52.8219, 2013, Apr Average, Laos, LAO
143.374, 2013, May Average, Laos, LAO
209.481, 2013, Jun Average, Laos, LAO
335.178, 2013, Jul Average, Laos, LAO
322.841, 2013, Aug Average, Laos, LAO
292.64, 2013, Sep Average, Laos, LAO
163.109, 2013, Oct Average, Laos, LAO
86.4781, 2013, Nov Average, Laos, LAO
350.759, 2013, Dec Average, Laos, LAO
2.98425, 2014, Jan Average, Laos, LAO
2.49847, 2014, Feb Average, Laos, LAO
22.2462, 2014, Mar Average, Laos, LAO
76.6937, 2014, Apr Average, Laos, LAO
95.3921, 2014, May Average, Laos, LAO
270.897, 2014, Jun Average, Laos, LAO
330.029, 2014, Jul Average, Laos, LAO
319.393, 2014, Aug Average, Laos, LAO
183.488, 2014, Sep Average, Laos, LAO
73.707, 2014, Oct Average, Laos, LAO
71.7731, 2014, Nov Average, Laos, LAO
0.31124, 2014, Dec Average, Laos, LAO
33.9601, 2015, Jan Average, Laos, LAO
22.4273, 2015, Feb Average, Laos, LAO
51.437, 2015, Mar Average, Laos, LAO
79.9168, 2015, Apr Average, Laos, LAO
68.8738, 2015, May Average, Laos, LAO
175.614, 2015, Jun Average, Laos, LAO
284.268, 2015, Jul Average, Laos, LAO
323.428, 2015, Aug Average, Laos, LAO
218.407, 2015, Sep Average, Laos, LAO
151.349, 2015, Oct Average, Laos, LAO
71.1964, 2015, Nov Average, Laos, LAO
18.1844, 2015, Dec Average, Laos, LAO
109.242, 2016, Jan Average, Laos, LAO
8.3353, 2016, Feb Average, Laos, LAO
21.8485, 2016, Mar Average, Laos, LAO
72.2656, 2016, Apr Average, Laos, LAO
200.737, 2016, May Average, Laos, LAO
262.456, 2016, Jun Average, Laos, LAO
286.899, 2016, Jul Average, Laos, LAO
293.882, 2016, Aug Average, Laos, LAO
315.577, 2016, Sep Average, Laos, LAO
123.788, 2016, Oct Average, Laos, LAO
205.854, 2016, Nov Average, Laos, LAO
59.7869, 2016, Dec Average, Laos, LAO
40.6746, 1991, Jan Average, Latvia, LVA
38.5109, 1991, Feb Average, Latvia, LVA
35.0289, 1991, Mar Average, Latvia, LVA
26.9252, 1991, Apr Average, Latvia, LVA
72.3674, 1991, May Average, Latvia, LVA
102.469, 1991, Jun Average, Latvia, LVA
42.687, 1991, Jul Average, Latvia, LVA
60.0491, 1991, Aug Average, Latvia, LVA
75.0196, 1991, Sep Average, Latvia, LVA
52.2191, 1991, Oct Average, Latvia, LVA
72.2748, 1991, Nov Average, Latvia, LVA
44.9541, 1991, Dec Average, Latvia, LVA
56.6081, 1992, Jan Average, Latvia, LVA
46.1627, 1992, Feb Average, Latvia, LVA
46.9037, 1992, Mar Average, Latvia, LVA
58.9766, 1992, Apr Average, Latvia, LVA
41.1296, 1992, May Average, Latvia, LVA
22.8625, 1992, Jun Average, Latvia, LVA
34.7999, 1992, Jul Average, Latvia, LVA
49.039, 1992, Aug Average, Latvia, LVA
86.7841, 1992, Sep Average, Latvia, LVA
66.3699, 1992, Oct Average, Latvia, LVA
69.4975, 1992, Nov Average, Latvia, LVA
39.3532, 1992, Dec Average, Latvia, LVA
64.3441, 1993, Jan Average, Latvia, LVA
41.6531, 1993, Feb Average, Latvia, LVA
36.5125, 1993, Mar Average, Latvia, LVA
22.8341, 1993, Apr Average, Latvia, LVA
18.0241, 1993, May Average, Latvia, LVA
65.8464, 1993, Jun Average, Latvia, LVA
108.904, 1993, Jul Average, Latvia, LVA
100.496, 1993, Aug Average, Latvia, LVA
70.61, 1993, Sep Average, Latvia, LVA
61.1488, 1993, Oct Average, Latvia, LVA
8.00578, 1993, Nov Average, Latvia, LVA
70.8101, 1993, Dec Average, Latvia, LVA
60.3675, 1994, Jan Average, Latvia, LVA
19.7689, 1994, Feb Average, Latvia, LVA
67.9231, 1994, Mar Average, Latvia, LVA
52.1642, 1994, Apr Average, Latvia, LVA
57.8977, 1994, May Average, Latvia, LVA
62.8201, 1994, Jun Average, Latvia, LVA
13.8788, 1994, Jul Average, Latvia, LVA
73.438, 1994, Aug Average, Latvia, LVA
84.2719, 1994, Sep Average, Latvia, LVA
59.3383, 1994, Oct Average, Latvia, LVA
59.9166, 1994, Nov Average, Latvia, LVA
57.3346, 1994, Dec Average, Latvia, LVA
52.8928, 1995, Jan Average, Latvia, LVA
49.8932, 1995, Feb Average, Latvia, LVA
59.4821, 1995, Mar Average, Latvia, LVA
41.8435, 1995, Apr Average, Latvia, LVA
70.6064, 1995, May Average, Latvia, LVA
94.9549, 1995, Jun Average, Latvia, LVA
50.0208, 1995, Jul Average, Latvia, LVA
57.5982, 1995, Aug Average, Latvia, LVA
63.6385, 1995, Sep Average, Latvia, LVA
52.6509, 1995, Oct Average, Latvia, LVA
45.1821, 1995, Nov Average, Latvia, LVA
32.2293, 1995, Dec Average, Latvia, LVA
29.0258, 1996, Jan Average, Latvia, LVA
38.1005, 1996, Feb Average, Latvia, LVA
16.0519, 1996, Mar Average, Latvia, LVA
20.2039, 1996, Apr Average, Latvia, LVA
75.4812, 1996, May Average, Latvia, LVA
48.2402, 1996, Jun Average, Latvia, LVA
82.6666, 1996, Jul Average, Latvia, LVA
12.4264, 1996, Aug Average, Latvia, LVA
55.6775, 1996, Sep Average, Latvia, LVA
61.4229, 1996, Oct Average, Latvia, LVA
73.4509, 1996, Nov Average, Latvia, LVA
52.7586, 1996, Dec Average, Latvia, LVA
30.911, 1997, Jan Average, Latvia, LVA
47.2323, 1997, Feb Average, Latvia, LVA
25.7446, 1997, Mar Average, Latvia, LVA
56.6893, 1997, Apr Average, Latvia, LVA
56.9325, 1997, May Average, Latvia, LVA
99.5083, 1997, Jun Average, Latvia, LVA
56.5877, 1997, Jul Average, Latvia, LVA
15.6092, 1997, Aug Average, Latvia, LVA
91.7226, 1997, Sep Average, Latvia, LVA
120.077, 1997, Oct Average, Latvia, LVA
63.5809, 1997, Nov Average, Latvia, LVA
49.2815, 1997, Dec Average, Latvia, LVA
52.6314, 1998, Jan Average, Latvia, LVA
50.5673, 1998, Feb Average, Latvia, LVA
31.8727, 1998, Mar Average, Latvia, LVA
34.3012, 1998, Apr Average, Latvia, LVA
62.1546, 1998, May Average, Latvia, LVA
104.403, 1998, Jun Average, Latvia, LVA
98.0671, 1998, Jul Average, Latvia, LVA
105.067, 1998, Aug Average, Latvia, LVA
45.2245, 1998, Sep Average, Latvia, LVA
79.776, 1998, Oct Average, Latvia, LVA
29.2571, 1998, Nov Average, Latvia, LVA
49.766, 1998, Dec Average, Latvia, LVA
68.3573, 1999, Jan Average, Latvia, LVA
52.2265, 1999, Feb Average, Latvia, LVA
29.8184, 1999, Mar Average, Latvia, LVA
34.3738, 1999, Apr Average, Latvia, LVA
29.8545, 1999, May Average, Latvia, LVA
49.6097, 1999, Jun Average, Latvia, LVA
40.1477, 1999, Jul Average, Latvia, LVA
62.4941, 1999, Aug Average, Latvia, LVA
43.0205, 1999, Sep Average, Latvia, LVA
98.8882, 1999, Oct Average, Latvia, LVA
25.1009, 1999, Nov Average, Latvia, LVA
75.5339, 1999, Dec Average, Latvia, LVA
39.2202, 2000, Jan Average, Latvia, LVA
35.3044, 2000, Feb Average, Latvia, LVA
51.7298, 2000, Mar Average, Latvia, LVA
31.311, 2000, Apr Average, Latvia, LVA
39.0816, 2000, May Average, Latvia, LVA
56.5311, 2000, Jun Average, Latvia, LVA
129.26, 2000, Jul Average, Latvia, LVA
74.2575, 2000, Aug Average, Latvia, LVA
26.6764, 2000, Sep Average, Latvia, LVA
41.5152, 2000, Oct Average, Latvia, LVA
70.2661, 2000, Nov Average, Latvia, LVA
46.597, 2000, Dec Average, Latvia, LVA
38.4557, 2001, Jan Average, Latvia, LVA
51.5324, 2001, Feb Average, Latvia, LVA
34.0334, 2001, Mar Average, Latvia, LVA
60.7517, 2001, Apr Average, Latvia, LVA
40.8221, 2001, May Average, Latvia, LVA
93.3735, 2001, Jun Average, Latvia, LVA
105.003, 2001, Jul Average, Latvia, LVA
85.241, 2001, Aug Average, Latvia, LVA
78.5573, 2001, Sep Average, Latvia, LVA
64.4439, 2001, Oct Average, Latvia, LVA
80.2017, 2001, Nov Average, Latvia, LVA
43.0947, 2001, Dec Average, Latvia, LVA
60.9897, 2002, Jan Average, Latvia, LVA
59.4122, 2002, Feb Average, Latvia, LVA
38.5896, 2002, Mar Average, Latvia, LVA
22.4297, 2002, Apr Average, Latvia, LVA
27.8545, 2002, May Average, Latvia, LVA
85.0613, 2002, Jun Average, Latvia, LVA
57.3776, 2002, Jul Average, Latvia, LVA
9.92984, 2002, Aug Average, Latvia, LVA
40.9808, 2002, Sep Average, Latvia, LVA
80.8925, 2002, Oct Average, Latvia, LVA
53.8255, 2002, Nov Average, Latvia, LVA
29.6861, 2002, Dec Average, Latvia, LVA
37.0669, 2003, Jan Average, Latvia, LVA
16.125, 2003, Feb Average, Latvia, LVA
12.4755, 2003, Mar Average, Latvia, LVA
44.1728, 2003, Apr Average, Latvia, LVA
72.0503, 2003, May Average, Latvia, LVA
51.3718, 2003, Jun Average, Latvia, LVA
68.5976, 2003, Jul Average, Latvia, LVA
106.469, 2003, Aug Average, Latvia, LVA
30.4853, 2003, Sep Average, Latvia, LVA
72.5445, 2003, Oct Average, Latvia, LVA
55.8309, 2003, Nov Average, Latvia, LVA
59.4948, 2003, Dec Average, Latvia, LVA
33.3271, 2004, Jan Average, Latvia, LVA
49.2275, 2004, Feb Average, Latvia, LVA
50.9078, 2004, Mar Average, Latvia, LVA
10.3038, 2004, Apr Average, Latvia, LVA
37.3397, 2004, May Average, Latvia, LVA
103.993, 2004, Jun Average, Latvia, LVA
73.8089, 2004, Jul Average, Latvia, LVA
66.0573, 2004, Aug Average, Latvia, LVA
75.1197, 2004, Sep Average, Latvia, LVA
84.7585, 2004, Oct Average, Latvia, LVA
49.2929, 2004, Nov Average, Latvia, LVA
53.8433, 2004, Dec Average, Latvia, LVA
51.6758, 2005, Jan Average, Latvia, LVA
21.5504, 2005, Feb Average, Latvia, LVA
34.4259, 2005, Mar Average, Latvia, LVA
19.4813, 2005, Apr Average, Latvia, LVA
80.2005, 2005, May Average, Latvia, LVA
76.6468, 2005, Jun Average, Latvia, LVA
59.9691, 2005, Jul Average, Latvia, LVA
111.439, 2005, Aug Average, Latvia, LVA
37.5729, 2005, Sep Average, Latvia, LVA
41.3435, 2005, Oct Average, Latvia, LVA
49.5903, 2005, Nov Average, Latvia, LVA
46.2486, 2005, Dec Average, Latvia, LVA
16.4371, 2006, Jan Average, Latvia, LVA
26.2246, 2006, Feb Average, Latvia, LVA
29.2441, 2006, Mar Average, Latvia, LVA
32.2787, 2006, Apr Average, Latvia, LVA
48.8882, 2006, May Average, Latvia, LVA
46.2537, 2006, Jun Average, Latvia, LVA
30.3747, 2006, Jul Average, Latvia, LVA
118.931, 2006, Aug Average, Latvia, LVA
51.6849, 2006, Sep Average, Latvia, LVA
74.1824, 2006, Oct Average, Latvia, LVA
64.376, 2006, Nov Average, Latvia, LVA
43.3718, 2006, Dec Average, Latvia, LVA
84.5271, 2007, Jan Average, Latvia, LVA
31.4662, 2007, Feb Average, Latvia, LVA
28.5431, 2007, Mar Average, Latvia, LVA
24.7506, 2007, Apr Average, Latvia, LVA
58.3565, 2007, May Average, Latvia, LVA
60.3027, 2007, Jun Average, Latvia, LVA
106.683, 2007, Jul Average, Latvia, LVA
52.6041, 2007, Aug Average, Latvia, LVA
62.2932, 2007, Sep Average, Latvia, LVA
88.7688, 2007, Oct Average, Latvia, LVA
68.7364, 2007, Nov Average, Latvia, LVA
32.9709, 2007, Dec Average, Latvia, LVA
45.4227, 2008, Jan Average, Latvia, LVA
45.9083, 2008, Feb Average, Latvia, LVA
69.4964, 2008, Mar Average, Latvia, LVA
47.8729, 2008, Apr Average, Latvia, LVA
30.9535, 2008, May Average, Latvia, LVA
56.2614, 2008, Jun Average, Latvia, LVA
61.7707, 2008, Jul Average, Latvia, LVA
109.294, 2008, Aug Average, Latvia, LVA
32.4547, 2008, Sep Average, Latvia, LVA
90.0328, 2008, Oct Average, Latvia, LVA
58.4956, 2008, Nov Average, Latvia, LVA
46.7361, 2008, Dec Average, Latvia, LVA
48.1068, 2009, Jan Average, Latvia, LVA
30.8889, 2009, Feb Average, Latvia, LVA
46.8662, 2009, Mar Average, Latvia, LVA
8.09481, 2009, Apr Average, Latvia, LVA
27.2779, 2009, May Average, Latvia, LVA
109.82, 2009, Jun Average, Latvia, LVA
95.657, 2009, Jul Average, Latvia, LVA
59.1856, 2009, Aug Average, Latvia, LVA
63.8093, 2009, Sep Average, Latvia, LVA
108.731, 2009, Oct Average, Latvia, LVA
57.5898, 2009, Nov Average, Latvia, LVA
71.3877, 2009, Dec Average, Latvia, LVA
20.6532, 2010, Jan Average, Latvia, LVA
46.9728, 2010, Feb Average, Latvia, LVA
43.2434, 2010, Mar Average, Latvia, LVA
31.4867, 2010, Apr Average, Latvia, LVA
72.169, 2010, May Average, Latvia, LVA
73.4417, 2010, Jun Average, Latvia, LVA
102.565, 2010, Jul Average, Latvia, LVA
112.031, 2010, Aug Average, Latvia, LVA
93.6801, 2010, Sep Average, Latvia, LVA
44.3609, 2010, Oct Average, Latvia, LVA
83.6074, 2010, Nov Average, Latvia, LVA
84.4827, 2010, Dec Average, Latvia, LVA
57.1249, 2011, Jan Average, Latvia, LVA
26.4503, 2011, Feb Average, Latvia, LVA
14.7767, 2011, Mar Average, Latvia, LVA
22.4328, 2011, Apr Average, Latvia, LVA
55.8581, 2011, May Average, Latvia, LVA
49.5897, 2011, Jun Average, Latvia, LVA
114.649, 2011, Jul Average, Latvia, LVA
105.753, 2011, Aug Average, Latvia, LVA
50.4551, 2011, Sep Average, Latvia, LVA
42.7472, 2011, Oct Average, Latvia, LVA
22.5428, 2011, Nov Average, Latvia, LVA
72.5174, 2011, Dec Average, Latvia, LVA
69.408, 2012, Jan Average, Latvia, LVA
39.5244, 2012, Feb Average, Latvia, LVA
37.3081, 2012, Mar Average, Latvia, LVA
58.405, 2012, Apr Average, Latvia, LVA
56.3723, 2012, May Average, Latvia, LVA
83.133, 2012, Jun Average, Latvia, LVA
91.0107, 2012, Jul Average, Latvia, LVA
72.8241, 2012, Aug Average, Latvia, LVA
60.8489, 2012, Sep Average, Latvia, LVA
92.1776, 2012, Oct Average, Latvia, LVA
80.1882, 2012, Nov Average, Latvia, LVA
56.0528, 2012, Dec Average, Latvia, LVA
39.4966, 2013, Jan Average, Latvia, LVA
38.3007, 2013, Feb Average, Latvia, LVA
13.6528, 2013, Mar Average, Latvia, LVA
42.4089, 2013, Apr Average, Latvia, LVA
70.5848, 2013, May Average, Latvia, LVA
51.2289, 2013, Jun Average, Latvia, LVA
75.045, 2013, Jul Average, Latvia, LVA
70.2521, 2013, Aug Average, Latvia, LVA
85.0274, 2013, Sep Average, Latvia, LVA
35.3584, 2013, Oct Average, Latvia, LVA
66.0141, 2013, Nov Average, Latvia, LVA
52.1475, 2013, Dec Average, Latvia, LVA
42.8596, 2014, Jan Average, Latvia, LVA
34.6635, 2014, Feb Average, Latvia, LVA
38.8695, 2014, Mar Average, Latvia, LVA
24.6441, 2014, Apr Average, Latvia, LVA
68.9247, 2014, May Average, Latvia, LVA
88.6563, 2014, Jun Average, Latvia, LVA
52.4717, 2014, Jul Average, Latvia, LVA
128.666, 2014, Aug Average, Latvia, LVA
33.7386, 2014, Sep Average, Latvia, LVA
60.5233, 2014, Oct Average, Latvia, LVA
21.8212, 2014, Nov Average, Latvia, LVA
68.7777, 2014, Dec Average, Latvia, LVA
68.9916, 2015, Jan Average, Latvia, LVA
21.0187, 2015, Feb Average, Latvia, LVA
36.5103, 2015, Mar Average, Latvia, LVA
55.2685, 2015, Apr Average, Latvia, LVA
55.2942, 2015, May Average, Latvia, LVA
28.8989, 2015, Jun Average, Latvia, LVA
75.2128, 2015, Jul Average, Latvia, LVA
