Temperature - (Celsius), Year, Statistics, Country, ISO3
25.3646, 2013, Jun Average, Dominican Republic, DOM
25.6177, 2013, Jul Average, Dominican Republic, DOM
26.443, 2013, Aug Average, Dominican Republic, DOM
25.7289, 2013, Sep Average, Dominican Republic, DOM
25.7167, 2013, Oct Average, Dominican Republic, DOM
23.8824, 2013, Nov Average, Dominican Republic, DOM
23.1211, 2013, Dec Average, Dominican Republic, DOM
22.9947, 2014, Jan Average, Dominican Republic, DOM
23.3827, 2014, Feb Average, Dominican Republic, DOM
23.5135, 2014, Mar Average, Dominican Republic, DOM
25.1947, 2014, Apr Average, Dominican Republic, DOM
24.3074, 2014, May Average, Dominican Republic, DOM
26.2352, 2014, Jun Average, Dominican Republic, DOM
26.2032, 2014, Jul Average, Dominican Republic, DOM
26.2083, 2014, Aug Average, Dominican Republic, DOM
26.1112, 2014, Sep Average, Dominican Republic, DOM
25.5079, 2014, Oct Average, Dominican Republic, DOM
24.7676, 2014, Nov Average, Dominican Republic, DOM
23.5742, 2014, Dec Average, Dominican Republic, DOM
22.9009, 2015, Jan Average, Dominican Republic, DOM
22.979, 2015, Feb Average, Dominican Republic, DOM
23.764, 2015, Mar Average, Dominican Republic, DOM
24.5723, 2015, Apr Average, Dominican Republic, DOM
25.2493, 2015, May Average, Dominican Republic, DOM
25.7849, 2015, Jun Average, Dominican Republic, DOM
25.9606, 2015, Jul Average, Dominican Republic, DOM
27.0855, 2015, Aug Average, Dominican Republic, DOM
26.6217, 2015, Sep Average, Dominican Republic, DOM
26.4246, 2015, Oct Average, Dominican Republic, DOM
24.9668, 2015, Nov Average, Dominican Republic, DOM
24.5367, 2015, Dec Average, Dominican Republic, DOM
22.713, 2016, Jan Average, Dominican Republic, DOM
23.2491, 2016, Feb Average, Dominican Republic, DOM
24.0113, 2016, Mar Average, Dominican Republic, DOM
24.6884, 2016, Apr Average, Dominican Republic, DOM
25.3396, 2016, May Average, Dominican Republic, DOM
26.0476, 2016, Jun Average, Dominican Republic, DOM
25.9233, 2016, Jul Average, Dominican Republic, DOM
26.7189, 2016, Aug Average, Dominican Republic, DOM
26.0694, 2016, Sep Average, Dominican Republic, DOM
25.2044, 2016, Oct Average, Dominican Republic, DOM
24.1554, 2016, Nov Average, Dominican Republic, DOM
24.1438, 2016, Dec Average, Dominican Republic, DOM
21.8322, 1991, Jan Average, Ecuador, ECU
22.4765, 1991, Feb Average, Ecuador, ECU
22.5503, 1991, Mar Average, Ecuador, ECU
22.4738, 1991, Apr Average, Ecuador, ECU
22.4042, 1991, May Average, Ecuador, ECU
21.8606, 1991, Jun Average, Ecuador, ECU
20.9286, 1991, Jul Average, Ecuador, ECU
20.5462, 1991, Aug Average, Ecuador, ECU
21.1535, 1991, Sep Average, Ecuador, ECU
21.6101, 1991, Oct Average, Ecuador, ECU
21.8159, 1991, Nov Average, Ecuador, ECU
22.1881, 1991, Dec Average, Ecuador, ECU
22.5189, 1992, Jan Average, Ecuador, ECU
22.3385, 1992, Feb Average, Ecuador, ECU
22.7172, 1992, Mar Average, Ecuador, ECU
22.9955, 1992, Apr Average, Ecuador, ECU
22.705, 1992, May Average, Ecuador, ECU
21.7565, 1992, Jun Average, Ecuador, ECU
20.3797, 1992, Jul Average, Ecuador, ECU
20.8996, 1992, Aug Average, Ecuador, ECU
20.9625, 1992, Sep Average, Ecuador, ECU
21.502, 1992, Oct Average, Ecuador, ECU
21.4684, 1992, Nov Average, Ecuador, ECU
21.5768, 1992, Dec Average, Ecuador, ECU
21.8678, 1993, Jan Average, Ecuador, ECU
21.656, 1993, Feb Average, Ecuador, ECU
21.9242, 1993, Mar Average, Ecuador, ECU
22.2668, 1993, Apr Average, Ecuador, ECU
22.1809, 1993, May Average, Ecuador, ECU
21.8229, 1993, Jun Average, Ecuador, ECU
21.214, 1993, Jul Average, Ecuador, ECU
21.2771, 1993, Aug Average, Ecuador, ECU
21.5016, 1993, Sep Average, Ecuador, ECU
21.6005, 1993, Oct Average, Ecuador, ECU
21.3308, 1993, Nov Average, Ecuador, ECU
21.7585, 1993, Dec Average, Ecuador, ECU
21.4802, 1994, Jan Average, Ecuador, ECU
21.8312, 1994, Feb Average, Ecuador, ECU
21.7887, 1994, Mar Average, Ecuador, ECU
21.9561, 1994, Apr Average, Ecuador, ECU
21.8859, 1994, May Average, Ecuador, ECU
21.1011, 1994, Jun Average, Ecuador, ECU
20.7115, 1994, Jul Average, Ecuador, ECU
20.6468, 1994, Aug Average, Ecuador, ECU
21.4144, 1994, Sep Average, Ecuador, ECU
21.9094, 1994, Oct Average, Ecuador, ECU
21.8333, 1994, Nov Average, Ecuador, ECU
22.0008, 1994, Dec Average, Ecuador, ECU
22.3022, 1995, Jan Average, Ecuador, ECU
22.2021, 1995, Feb Average, Ecuador, ECU
22.1537, 1995, Mar Average, Ecuador, ECU
22.3195, 1995, Apr Average, Ecuador, ECU
22.1368, 1995, May Average, Ecuador, ECU
21.8442, 1995, Jun Average, Ecuador, ECU
21.3206, 1995, Jul Average, Ecuador, ECU
21.3833, 1995, Aug Average, Ecuador, ECU
21.9528, 1995, Sep Average, Ecuador, ECU
22.0336, 1995, Oct Average, Ecuador, ECU
21.8429, 1995, Nov Average, Ecuador, ECU
21.572, 1995, Dec Average, Ecuador, ECU
21.3164, 1996, Jan Average, Ecuador, ECU
21.7695, 1996, Feb Average, Ecuador, ECU
22.2229, 1996, Mar Average, Ecuador, ECU
21.6749, 1996, Apr Average, Ecuador, ECU
21.6544, 1996, May Average, Ecuador, ECU
20.5741, 1996, Jun Average, Ecuador, ECU
20.3165, 1996, Jul Average, Ecuador, ECU
21.0719, 1996, Aug Average, Ecuador, ECU
21.2211, 1996, Sep Average, Ecuador, ECU
20.9021, 1996, Oct Average, Ecuador, ECU
21.764, 1996, Nov Average, Ecuador, ECU
21.6631, 1996, Dec Average, Ecuador, ECU
21.526, 1997, Jan Average, Ecuador, ECU
21.9159, 1997, Feb Average, Ecuador, ECU
22.2305, 1997, Mar Average, Ecuador, ECU
22.8094, 1997, Apr Average, Ecuador, ECU
23.002, 1997, May Average, Ecuador, ECU
22.677, 1997, Jun Average, Ecuador, ECU
22.3533, 1997, Jul Average, Ecuador, ECU
21.9135, 1997, Aug Average, Ecuador, ECU
22.1622, 1997, Sep Average, Ecuador, ECU
22.5926, 1997, Oct Average, Ecuador, ECU
22.5766, 1997, Nov Average, Ecuador, ECU
23.0047, 1997, Dec Average, Ecuador, ECU
23.3806, 1998, Jan Average, Ecuador, ECU
23.344, 1998, Feb Average, Ecuador, ECU
23.4163, 1998, Mar Average, Ecuador, ECU
23.6186, 1998, Apr Average, Ecuador, ECU
23.1458, 1998, May Average, Ecuador, ECU
22.5709, 1998, Jun Average, Ecuador, ECU
21.8276, 1998, Jul Average, Ecuador, ECU
21.8053, 1998, Aug Average, Ecuador, ECU
21.6773, 1998, Sep Average, Ecuador, ECU
21.982, 1998, Oct Average, Ecuador, ECU
21.9916, 1998, Nov Average, Ecuador, ECU
21.9269, 1998, Dec Average, Ecuador, ECU
21.9293, 1999, Jan Average, Ecuador, ECU
21.7187, 1999, Feb Average, Ecuador, ECU
22.2916, 1999, Mar Average, Ecuador, ECU
21.891, 1999, Apr Average, Ecuador, ECU
21.2642, 1999, May Average, Ecuador, ECU
20.7263, 1999, Jun Average, Ecuador, ECU
19.8607, 1999, Jul Average, Ecuador, ECU
20.7256, 1999, Aug Average, Ecuador, ECU
21.1273, 1999, Sep Average, Ecuador, ECU
21.0736, 1999, Oct Average, Ecuador, ECU
21.1371, 1999, Nov Average, Ecuador, ECU
21.0551, 1999, Dec Average, Ecuador, ECU
21.1263, 2000, Jan Average, Ecuador, ECU
21.2415, 2000, Feb Average, Ecuador, ECU
21.3042, 2000, Mar Average, Ecuador, ECU
21.493, 2000, Apr Average, Ecuador, ECU
21.1083, 2000, May Average, Ecuador, ECU
20.5283, 2000, Jun Average, Ecuador, ECU
20.0069, 2000, Jul Average, Ecuador, ECU
20.8305, 2000, Aug Average, Ecuador, ECU
20.6812, 2000, Sep Average, Ecuador, ECU
21.7363, 2000, Oct Average, Ecuador, ECU
21.4035, 2000, Nov Average, Ecuador, ECU
21.388, 2000, Dec Average, Ecuador, ECU
21.8942, 2001, Jan Average, Ecuador, ECU
22.2958, 2001, Feb Average, Ecuador, ECU
21.8022, 2001, Mar Average, Ecuador, ECU
21.9917, 2001, Apr Average, Ecuador, ECU
20.9758, 2001, May Average, Ecuador, ECU
19.9072, 2001, Jun Average, Ecuador, ECU
20.217, 2001, Jul Average, Ecuador, ECU
20.8346, 2001, Aug Average, Ecuador, ECU
20.6592, 2001, Sep Average, Ecuador, ECU
21.2878, 2001, Oct Average, Ecuador, ECU
21.4371, 2001, Nov Average, Ecuador, ECU
21.5796, 2001, Dec Average, Ecuador, ECU
21.75, 2002, Jan Average, Ecuador, ECU
22.3536, 2002, Feb Average, Ecuador, ECU
22.4365, 2002, Mar Average, Ecuador, ECU
22.5763, 2002, Apr Average, Ecuador, ECU
22.2956, 2002, May Average, Ecuador, ECU
20.7366, 2002, Jun Average, Ecuador, ECU
20.4768, 2002, Jul Average, Ecuador, ECU
21.1172, 2002, Aug Average, Ecuador, ECU
21.6248, 2002, Sep Average, Ecuador, ECU
21.9479, 2002, Oct Average, Ecuador, ECU
22.0765, 2002, Nov Average, Ecuador, ECU
22.3231, 2002, Dec Average, Ecuador, ECU
22.54, 2003, Jan Average, Ecuador, ECU
22.4572, 2003, Feb Average, Ecuador, ECU
22.2923, 2003, Mar Average, Ecuador, ECU
21.9884, 2003, Apr Average, Ecuador, ECU
21.5749, 2003, May Average, Ecuador, ECU
20.8331, 2003, Jun Average, Ecuador, ECU
20.694, 2003, Jul Average, Ecuador, ECU
20.6695, 2003, Aug Average, Ecuador, ECU
21.0201, 2003, Sep Average, Ecuador, ECU
21.9236, 2003, Oct Average, Ecuador, ECU
21.76, 2003, Nov Average, Ecuador, ECU
21.9018, 2003, Dec Average, Ecuador, ECU
22.1641, 2004, Jan Average, Ecuador, ECU
22.397, 2004, Feb Average, Ecuador, ECU
22.7878, 2004, Mar Average, Ecuador, ECU
22.2195, 2004, Apr Average, Ecuador, ECU
21.2876, 2004, May Average, Ecuador, ECU
20.481, 2004, Jun Average, Ecuador, ECU
20.2228, 2004, Jul Average, Ecuador, ECU
20.6853, 2004, Aug Average, Ecuador, ECU
21.0943, 2004, Sep Average, Ecuador, ECU
22.339, 2004, Oct Average, Ecuador, ECU
21.8906, 2004, Nov Average, Ecuador, ECU
22.2588, 2004, Dec Average, Ecuador, ECU
22.34, 2005, Jan Average, Ecuador, ECU
22.2043, 2005, Feb Average, Ecuador, ECU
22.0056, 2005, Mar Average, Ecuador, ECU
22.3419, 2005, Apr Average, Ecuador, ECU
21.7632, 2005, May Average, Ecuador, ECU
21.0295, 2005, Jun Average, Ecuador, ECU
20.6409, 2005, Jul Average, Ecuador, ECU
21.1149, 2005, Aug Average, Ecuador, ECU
21.0704, 2005, Sep Average, Ecuador, ECU
21.0345, 2005, Oct Average, Ecuador, ECU
20.7567, 2005, Nov Average, Ecuador, ECU
20.7119, 2005, Dec Average, Ecuador, ECU
21.899, 2006, Jan Average, Ecuador, ECU
21.7601, 2006, Feb Average, Ecuador, ECU
22.1955, 2006, Mar Average, Ecuador, ECU
21.6359, 2006, Apr Average, Ecuador, ECU
21.3178, 2006, May Average, Ecuador, ECU
21.2631, 2006, Jun Average, Ecuador, ECU
21.1498, 2006, Jul Average, Ecuador, ECU
21.3903, 2006, Aug Average, Ecuador, ECU
21.3919, 2006, Sep Average, Ecuador, ECU
21.6847, 2006, Oct Average, Ecuador, ECU
21.8639, 2006, Nov Average, Ecuador, ECU
21.8682, 2006, Dec Average, Ecuador, ECU
22.6354, 2007, Jan Average, Ecuador, ECU
22.1787, 2007, Feb Average, Ecuador, ECU
21.8402, 2007, Mar Average, Ecuador, ECU
21.7565, 2007, Apr Average, Ecuador, ECU
20.876, 2007, May Average, Ecuador, ECU
20.0302, 2007, Jun Average, Ecuador, ECU
20.15, 2007, Jul Average, Ecuador, ECU
20.1175, 2007, Aug Average, Ecuador, ECU
20.6115, 2007, Sep Average, Ecuador, ECU
20.5716, 2007, Oct Average, Ecuador, ECU
20.8921, 2007, Nov Average, Ecuador, ECU
20.8458, 2007, Dec Average, Ecuador, ECU
21.6446, 2008, Jan Average, Ecuador, ECU
21.8408, 2008, Feb Average, Ecuador, ECU
22.0398, 2008, Mar Average, Ecuador, ECU
21.6092, 2008, Apr Average, Ecuador, ECU
20.8871, 2008, May Average, Ecuador, ECU
20.7005, 2008, Jun Average, Ecuador, ECU
20.8804, 2008, Jul Average, Ecuador, ECU
21.3101, 2008, Aug Average, Ecuador, ECU
21.4345, 2008, Sep Average, Ecuador, ECU
21.3816, 2008, Oct Average, Ecuador, ECU
21.2416, 2008, Nov Average, Ecuador, ECU
21.4597, 2008, Dec Average, Ecuador, ECU
21.5388, 2009, Jan Average, Ecuador, ECU
21.851, 2009, Feb Average, Ecuador, ECU
21.5168, 2009, Mar Average, Ecuador, ECU
22.7521, 2009, Apr Average, Ecuador, ECU
22.1859, 2009, May Average, Ecuador, ECU
21.7146, 2009, Jun Average, Ecuador, ECU
21.8158, 2009, Jul Average, Ecuador, ECU
22.0411, 2009, Aug Average, Ecuador, ECU
22.0487, 2009, Sep Average, Ecuador, ECU
22.1105, 2009, Oct Average, Ecuador, ECU
22.1821, 2009, Nov Average, Ecuador, ECU
22.3735, 2009, Dec Average, Ecuador, ECU
22.7733, 2010, Jan Average, Ecuador, ECU
22.8081, 2010, Feb Average, Ecuador, ECU
22.8045, 2010, Mar Average, Ecuador, ECU
22.6453, 2010, Apr Average, Ecuador, ECU
22.2681, 2010, May Average, Ecuador, ECU
21.246, 2010, Jun Average, Ecuador, ECU
20.8074, 2010, Jul Average, Ecuador, ECU
21.0228, 2010, Aug Average, Ecuador, ECU
21.3633, 2010, Sep Average, Ecuador, ECU
21.4394, 2010, Oct Average, Ecuador, ECU
21.1035, 2010, Nov Average, Ecuador, ECU
20.9062, 2010, Dec Average, Ecuador, ECU
21.4768, 2011, Jan Average, Ecuador, ECU
21.5997, 2011, Feb Average, Ecuador, ECU
21.5662, 2011, Mar Average, Ecuador, ECU
21.5458, 2011, Apr Average, Ecuador, ECU
21.9697, 2011, May Average, Ecuador, ECU
21.7889, 2011, Jun Average, Ecuador, ECU
20.7989, 2011, Jul Average, Ecuador, ECU
21.3735, 2011, Aug Average, Ecuador, ECU
21.328, 2011, Sep Average, Ecuador, ECU
20.9142, 2011, Oct Average, Ecuador, ECU
21.4428, 2011, Nov Average, Ecuador, ECU
21.5389, 2011, Dec Average, Ecuador, ECU
21.2325, 2012, Jan Average, Ecuador, ECU
21.1155, 2012, Feb Average, Ecuador, ECU
21.9454, 2012, Mar Average, Ecuador, ECU
22.2612, 2012, Apr Average, Ecuador, ECU
22.0095, 2012, May Average, Ecuador, ECU
21.8269, 2012, Jun Average, Ecuador, ECU
21.883, 2012, Jul Average, Ecuador, ECU
21.2862, 2012, Aug Average, Ecuador, ECU
21.545, 2012, Sep Average, Ecuador, ECU
21.6345, 2012, Oct Average, Ecuador, ECU
21.8152, 2012, Nov Average, Ecuador, ECU
21.6757, 2012, Dec Average, Ecuador, ECU
22.1263, 2013, Jan Average, Ecuador, ECU
21.9434, 2013, Feb Average, Ecuador, ECU
21.8894, 2013, Mar Average, Ecuador, ECU
21.6035, 2013, Apr Average, Ecuador, ECU
21.4634, 2013, May Average, Ecuador, ECU
20.9473, 2013, Jun Average, Ecuador, ECU
20.4293, 2013, Jul Average, Ecuador, ECU
20.8086, 2013, Aug Average, Ecuador, ECU
21.568, 2013, Sep Average, Ecuador, ECU
21.5633, 2013, Oct Average, Ecuador, ECU
21.7952, 2013, Nov Average, Ecuador, ECU
21.9145, 2013, Dec Average, Ecuador, ECU
22.1213, 2014, Jan Average, Ecuador, ECU
22.0454, 2014, Feb Average, Ecuador, ECU
22.091, 2014, Mar Average, Ecuador, ECU
22.0503, 2014, Apr Average, Ecuador, ECU
22.456, 2014, May Average, Ecuador, ECU
22.1002, 2014, Jun Average, Ecuador, ECU
21.5322, 2014, Jul Average, Ecuador, ECU
21.428, 2014, Aug Average, Ecuador, ECU
21.8594, 2014, Sep Average, Ecuador, ECU
22.0537, 2014, Oct Average, Ecuador, ECU
22.0561, 2014, Nov Average, Ecuador, ECU
22.2035, 2014, Dec Average, Ecuador, ECU
22.1672, 2015, Jan Average, Ecuador, ECU
22.4491, 2015, Feb Average, Ecuador, ECU
22.1584, 2015, Mar Average, Ecuador, ECU
22.4492, 2015, Apr Average, Ecuador, ECU
22.9013, 2015, May Average, Ecuador, ECU
22.3353, 2015, Jun Average, Ecuador, ECU
21.9733, 2015, Jul Average, Ecuador, ECU
22.0671, 2015, Aug Average, Ecuador, ECU
22.7223, 2015, Sep Average, Ecuador, ECU
22.8708, 2015, Oct Average, Ecuador, ECU
22.8777, 2015, Nov Average, Ecuador, ECU
22.9906, 2015, Dec Average, Ecuador, ECU
23.2397, 2016, Jan Average, Ecuador, ECU
22.9935, 2016, Feb Average, Ecuador, ECU
22.9147, 2016, Mar Average, Ecuador, ECU
22.6801, 2016, Apr Average, Ecuador, ECU
22.6306, 2016, May Average, Ecuador, ECU
21.9658, 2016, Jun Average, Ecuador, ECU
21.3075, 2016, Jul Average, Ecuador, ECU
22.1368, 2016, Aug Average, Ecuador, ECU
21.924, 2016, Sep Average, Ecuador, ECU
22.0157, 2016, Oct Average, Ecuador, ECU
22.1466, 2016, Nov Average, Ecuador, ECU
22.0096, 2016, Dec Average, Ecuador, ECU
12.8932, 1991, Jan Average, Egypt, EGY
15.2755, 1991, Feb Average, Egypt, EGY
19.2302, 1991, Mar Average, Egypt, EGY
24.358, 1991, Apr Average, Egypt, EGY
26.9296, 1991, May Average, Egypt, EGY
28.9493, 1991, Jun Average, Egypt, EGY
28.9942, 1991, Jul Average, Egypt, EGY
29.0482, 1991, Aug Average, Egypt, EGY
26.8694, 1991, Sep Average, Egypt, EGY
24.8676, 1991, Oct Average, Egypt, EGY
18.8467, 1991, Nov Average, Egypt, EGY
12.1218, 1991, Dec Average, Egypt, EGY
12.0013, 1992, Jan Average, Egypt, EGY
11.8504, 1992, Feb Average, Egypt, EGY
17.1157, 1992, Mar Average, Egypt, EGY
21.4529, 1992, Apr Average, Egypt, EGY
25.7932, 1992, May Average, Egypt, EGY
30.0275, 1992, Jun Average, Egypt, EGY
29.404, 1992, Jul Average, Egypt, EGY
29.88, 1992, Aug Average, Egypt, EGY
26.6192, 1992, Sep Average, Egypt, EGY
25.3019, 1992, Oct Average, Egypt, EGY
18.8195, 1992, Nov Average, Egypt, EGY
13.0685, 1992, Dec Average, Egypt, EGY
12.2876, 1993, Jan Average, Egypt, EGY
13.2067, 1993, Feb Average, Egypt, EGY
17.105, 1993, Mar Average, Egypt, EGY
23.0815, 1993, Apr Average, Egypt, EGY
25.9704, 1993, May Average, Egypt, EGY
28.9659, 1993, Jun Average, Egypt, EGY
29.39, 1993, Jul Average, Egypt, EGY
30.1454, 1993, Aug Average, Egypt, EGY
28.2008, 1993, Sep Average, Egypt, EGY
26.3213, 1993, Oct Average, Egypt, EGY
20.3106, 1993, Nov Average, Egypt, EGY
16.421, 1993, Dec Average, Egypt, EGY
14.7659, 1994, Jan Average, Egypt, EGY
14.5589, 1994, Feb Average, Egypt, EGY
17.2131, 1994, Mar Average, Egypt, EGY
23.7021, 1994, Apr Average, Egypt, EGY
26.6845, 1994, May Average, Egypt, EGY
28.1613, 1994, Jun Average, Egypt, EGY
29.9094, 1994, Jul Average, Egypt, EGY
29.9002, 1994, Aug Average, Egypt, EGY
28.8294, 1994, Sep Average, Egypt, EGY
26.7687, 1994, Oct Average, Egypt, EGY
17.9349, 1994, Nov Average, Egypt, EGY
13.0212, 1994, Dec Average, Egypt, EGY
13.1031, 1995, Jan Average, Egypt, EGY
14.8999, 1995, Feb Average, Egypt, EGY
18.4529, 1995, Mar Average, Egypt, EGY
21.6456, 1995, Apr Average, Egypt, EGY
25.7754, 1995, May Average, Egypt, EGY
31.1377, 1995, Jun Average, Egypt, EGY
30.4807, 1995, Jul Average, Egypt, EGY
30.1798, 1995, Aug Average, Egypt, EGY
29.2104, 1995, Sep Average, Egypt, EGY
24.5325, 1995, Oct Average, Egypt, EGY
17.2652, 1995, Nov Average, Egypt, EGY
14.2929, 1995, Dec Average, Egypt, EGY
13.916, 1996, Jan Average, Egypt, EGY
15.6829, 1996, Feb Average, Egypt, EGY
18.2587, 1996, Mar Average, Egypt, EGY
21.4115, 1996, Apr Average, Egypt, EGY
28.3495, 1996, May Average, Egypt, EGY
28.5121, 1996, Jun Average, Egypt, EGY
29.5949, 1996, Jul Average, Egypt, EGY
30.203, 1996, Aug Average, Egypt, EGY
29.6434, 1996, Sep Average, Egypt, EGY
23.935, 1996, Oct Average, Egypt, EGY
19.5111, 1996, Nov Average, Egypt, EGY
15.0118, 1996, Dec Average, Egypt, EGY
14.7196, 1997, Jan Average, Egypt, EGY
12.9124, 1997, Feb Average, Egypt, EGY
16.4837, 1997, Mar Average, Egypt, EGY
21.2286, 1997, Apr Average, Egypt, EGY
26.9125, 1997, May Average, Egypt, EGY
29.5898, 1997, Jun Average, Egypt, EGY
30.369, 1997, Jul Average, Egypt, EGY
29.9039, 1997, Aug Average, Egypt, EGY
27.3625, 1997, Sep Average, Egypt, EGY
24.3136, 1997, Oct Average, Egypt, EGY
19.4502, 1997, Nov Average, Egypt, EGY
14.4013, 1997, Dec Average, Egypt, EGY
13.5792, 1998, Jan Average, Egypt, EGY
15.3839, 1998, Feb Average, Egypt, EGY
16.2251, 1998, Mar Average, Egypt, EGY
24.0845, 1998, Apr Average, Egypt, EGY
27.7182, 1998, May Average, Egypt, EGY
28.5872, 1998, Jun Average, Egypt, EGY
30.5714, 1998, Jul Average, Egypt, EGY
31.5233, 1998, Aug Average, Egypt, EGY
29.3131, 1998, Sep Average, Egypt, EGY
25.5166, 1998, Oct Average, Egypt, EGY
19.9602, 1998, Nov Average, Egypt, EGY
15.0794, 1998, Dec Average, Egypt, EGY
14.1599, 1999, Jan Average, Egypt, EGY
16.1782, 1999, Feb Average, Egypt, EGY
18.5814, 1999, Mar Average, Egypt, EGY
22.1174, 1999, Apr Average, Egypt, EGY
27.4668, 1999, May Average, Egypt, EGY
28.7273, 1999, Jun Average, Egypt, EGY
30.3, 1999, Jul Average, Egypt, EGY
30.8718, 1999, Aug Average, Egypt, EGY
29.0977, 1999, Sep Average, Egypt, EGY
25.3235, 1999, Oct Average, Egypt, EGY
19.9985, 1999, Nov Average, Egypt, EGY
15.4581, 1999, Dec Average, Egypt, EGY
13.0538, 2000, Jan Average, Egypt, EGY
13.7269, 2000, Feb Average, Egypt, EGY
16.6968, 2000, Mar Average, Egypt, EGY
23.5811, 2000, Apr Average, Egypt, EGY
26.4319, 2000, May Average, Egypt, EGY
28.4729, 2000, Jun Average, Egypt, EGY
30.6571, 2000, Jul Average, Egypt, EGY
29.6492, 2000, Aug Average, Egypt, EGY
28.2917, 2000, Sep Average, Egypt, EGY
23.3489, 2000, Oct Average, Egypt, EGY
19.3062, 2000, Nov Average, Egypt, EGY
14.9318, 2000, Dec Average, Egypt, EGY
14.0308, 2001, Jan Average, Egypt, EGY
14.5315, 2001, Feb Average, Egypt, EGY
20.818, 2001, Mar Average, Egypt, EGY
23.3744, 2001, Apr Average, Egypt, EGY
27.038, 2001, May Average, Egypt, EGY
28.5581, 2001, Jun Average, Egypt, EGY
30.357, 2001, Jul Average, Egypt, EGY
31.1668, 2001, Aug Average, Egypt, EGY
28.9182, 2001, Sep Average, Egypt, EGY
24.0548, 2001, Oct Average, Egypt, EGY
18.9644, 2001, Nov Average, Egypt, EGY
14.7488, 2001, Dec Average, Egypt, EGY
12.0321, 2002, Jan Average, Egypt, EGY
16.2743, 2002, Feb Average, Egypt, EGY
19.6139, 2002, Mar Average, Egypt, EGY
22.6953, 2002, Apr Average, Egypt, EGY
26.4601, 2002, May Average, Egypt, EGY
28.7235, 2002, Jun Average, Egypt, EGY
31.3281, 2002, Jul Average, Egypt, EGY
31.0657, 2002, Aug Average, Egypt, EGY
29.5923, 2002, Sep Average, Egypt, EGY
25.1576, 2002, Oct Average, Egypt, EGY
20.2104, 2002, Nov Average, Egypt, EGY
15.1764, 2002, Dec Average, Egypt, EGY
15.2634, 2003, Jan Average, Egypt, EGY
13.829, 2003, Feb Average, Egypt, EGY
16.3556, 2003, Mar Average, Egypt, EGY
22.98, 2003, Apr Average, Egypt, EGY
28.0538, 2003, May Average, Egypt, EGY
29.9776, 2003, Jun Average, Egypt, EGY
30.1941, 2003, Jul Average, Egypt, EGY
30.7303, 2003, Aug Average, Egypt, EGY
28.4695, 2003, Sep Average, Egypt, EGY
25.8029, 2003, Oct Average, Egypt, EGY
20.094, 2003, Nov Average, Egypt, EGY
14.5854, 2003, Dec Average, Egypt, EGY
13.6643, 2004, Jan Average, Egypt, EGY
15.4948, 2004, Feb Average, Egypt, EGY
19.581, 2004, Mar Average, Egypt, EGY
22.6498, 2004, Apr Average, Egypt, EGY
27.9011, 2004, May Average, Egypt, EGY
28.8021, 2004, Jun Average, Egypt, EGY
30.5443, 2004, Jul Average, Egypt, EGY
29.9463, 2004, Aug Average, Egypt, EGY
27.9362, 2004, Sep Average, Egypt, EGY
25.4548, 2004, Oct Average, Egypt, EGY
20.0271, 2004, Nov Average, Egypt, EGY
14.7915, 2004, Dec Average, Egypt, EGY
13.8525, 2005, Jan Average, Egypt, EGY
15.9905, 2005, Feb Average, Egypt, EGY
18.7987, 2005, Mar Average, Egypt, EGY
23.2209, 2005, Apr Average, Egypt, EGY
26.1478, 2005, May Average, Egypt, EGY
29.1646, 2005, Jun Average, Egypt, EGY
30.6158, 2005, Jul Average, Egypt, EGY
30.8883, 2005, Aug Average, Egypt, EGY
28.9784, 2005, Sep Average, Egypt, EGY
24.3926, 2005, Oct Average, Egypt, EGY
18.516, 2005, Nov Average, Egypt, EGY
16.3692, 2005, Dec Average, Egypt, EGY
14.1219, 2006, Jan Average, Egypt, EGY
16.3903, 2006, Feb Average, Egypt, EGY
19.1956, 2006, Mar Average, Egypt, EGY
22.575, 2006, Apr Average, Egypt, EGY
26.5015, 2006, May Average, Egypt, EGY
29.9053, 2006, Jun Average, Egypt, EGY
29.8551, 2006, Jul Average, Egypt, EGY
31.4387, 2006, Aug Average, Egypt, EGY
29.1258, 2006, Sep Average, Egypt, EGY
24.9657, 2006, Oct Average, Egypt, EGY
17.6849, 2006, Nov Average, Egypt, EGY
14.0078, 2006, Dec Average, Egypt, EGY
13.1582, 2007, Jan Average, Egypt, EGY
15.6037, 2007, Feb Average, Egypt, EGY
18.6597, 2007, Mar Average, Egypt, EGY
22.862, 2007, Apr Average, Egypt, EGY
27.6905, 2007, May Average, Egypt, EGY
29.8846, 2007, Jun Average, Egypt, EGY
30.5589, 2007, Jul Average, Egypt, EGY
30.865, 2007, Aug Average, Egypt, EGY
27.6723, 2007, Sep Average, Egypt, EGY
25.7441, 2007, Oct Average, Egypt, EGY
19.9308, 2007, Nov Average, Egypt, EGY
15.0977, 2007, Dec Average, Egypt, EGY
12.5412, 2008, Jan Average, Egypt, EGY
14.0399, 2008, Feb Average, Egypt, EGY
21.1659, 2008, Mar Average, Egypt, EGY
23.8524, 2008, Apr Average, Egypt, EGY
27.1321, 2008, May Average, Egypt, EGY
30.8793, 2008, Jun Average, Egypt, EGY
30.5698, 2008, Jul Average, Egypt, EGY
31.1586, 2008, Aug Average, Egypt, EGY
29.3111, 2008, Sep Average, Egypt, EGY
24.483, 2008, Oct Average, Egypt, EGY
20.5205, 2008, Nov Average, Egypt, EGY
