X1,country,variable,percentile,year,value,country_iso3,X1_1,AgrGDP,Pop,TotGDP,gdpCAP_wdi,gdpCAPppp_wdi,countryname,NonAgrGDP,growthWDI,AgrGDPgrowth,AgrGDPgrowthCap,TotGDPgrowth,TotGDPgrowthCap,NonAgrGDPgrowth,NonAgrGDPgrowthCap,firstyrWDIppp,GDPpctile_WDIppp,firstyrWDI,GDPpctile_WDI,continent,OilGDP,oil,gdpCAPppp,rgdpCAPgr,fid,UDel_temp_popweight,UDel_precip_popweight,UDel_precip_popweight_2,wdinomiss,bottom50,temp_sq,gdp_sq,temp_third,prec_third,temp_times_gdppc,prec_times_gdppc,time_trend,time_trend_sq,agri_share,avg_agri_share,Country Name,Indicator Name,Indicator Code,X65,agri_emp,avg_agri_emp,Above50,agri_bottom25,agri_25_50,agri_50_75,agri_top25,min_year,int_2007,agri_top50,agri_b25,agri_m_25_50,agri_m_50_75,agri_top_25,agri_top10,agri_b90,agri_top1,agri_b99,agri_top5,agri_b95,agri_top20,agri_b80,agri_b75,agri_b50,country_region,continent_ssaf,y_1991_MENA,y_1992_MENA,y_1993_MENA,y_1994_MENA,y_1995_MENA,y_1996_MENA,y_1997_MENA,y_1998_MENA,y_1999_MENA,y_2000_MENA,y_2001_MENA,y_2002_MENA,y_2003_MENA,y_2004_MENA,y_2005_MENA,y_2006_MENA,y_2007_MENA,y_2008_MENA,y_2009_MENA,y_2010_MENA,y_2011_MENA,y_2012_MENA,y_2013_MENA,y_1980_MENA,y_1981_MENA,y_1982_MENA,y_1983_MENA,y_1984_MENA,y_1985_MENA,y_1986_MENA,y_1987_MENA,y_1988_MENA,y_1989_MENA,y_1990_EECA,y_1991_EECA,y_1992_EECA,y_1993_EECA,y_1994_EECA,y_1995_EECA,y_1996_EECA,y_1997_EECA,y_1998_EECA,y_1999_EECA,y_2000_EECA,y_2001_EECA,y_2002_EECA,y_2003_EECA,y_2004_EECA,y_2005_EECA,y_2006_EECA,y_2007_EECA,y_2008_EECA,y_2009_EECA,y_2010_EECA,y_2011_EECA,y_2012_EECA,y_2013_EECA,y_1980_EECA,y_1981_EECA,y_1982_EECA,y_1983_EECA,y_1984_EECA,y_1985_EECA,y_1986_EECA,y_1987_EECA,y_1988_EECA,y_1989_EECA,y_1990_MA,y_1991_MA,y_1992_MA,y_1993_MA,y_1994_MA,y_1995_MA,y_1996_MA,y_1997_MA,y_1998_MA,y_1999_MA,y_2000_MA,y_2001_MA,y_2002_MA,y_2003_MA,y_2004_MA,y_2005_MA,y_2006_MA,y_2007_MA,y_2008_MA,y_2009_MA,y_2010_MA,y_2011_MA,y_2012_MA,y_2013_MA,y_1980_MA,y_1981_MA,y_1982_MA,y_1983_MA,y_1984_MA,y_1985_MA,y_1986_MA,y_1987_MA,y_1988_MA,y_1989_MA,y_1990_WEOFF,y_1991_WEOFF,y_1992_WEOFF,y_1993_WEOFF,y_1994_WEOFF,y_1995_WEOFF,y_1996_WEOFF,y_1997_WEOFF,y_1998_WEOFF,y_1999_WEOFF,y_2000_WEOFF,y_2001_WEOFF,y_2002_WEOFF,y_2003_WEOFF,y_2004_WEOFF,y_2005_WEOFF,y_2006_WEOFF,y_2007_WEOFF,y_2008_WEOFF,y_2009_WEOFF,y_2010_WEOFF,y_2011_WEOFF,y_2012_WEOFF,y_2013_WEOFF,y_1980_WEOFF,y_1981_WEOFF,y_1982_WEOFF,y_1983_WEOFF,y_1984_WEOFF,y_1985_WEOFF,y_1986_WEOFF,y_1987_WEOFF,y_1988_WEOFF,y_1989_WEOFF,y_1990_WAF,y_1991_WAF,y_1992_WAF,y_1993_WAF,y_1994_WAF,y_1995_WAF,y_1996_WAF,y_1997_WAF,y_1998_WAF,y_1999_WAF,y_2000_WAF,y_2001_WAF,y_2002_WAF,y_2003_WAF,y_2004_WAF,y_2005_WAF,y_2006_WAF,y_2007_WAF,y_2008_WAF,y_2009_WAF,y_2010_WAF,y_2011_WAF,y_2012_WAF,y_2013_WAF,y_1980_WAF,y_1981_WAF,y_1982_WAF,y_1983_WAF,y_1984_WAF,y_1985_WAF,y_1986_WAF,y_1987_WAF,y_1988_WAF,y_1989_WAF,y_1990_EAF,y_1991_EAF,y_1992_EAF,y_1993_EAF,y_1994_EAF,y_1995_EAF,y_1996_EAF,y_1997_EAF,y_1998_EAF,y_1999_EAF,y_2000_EAF,y_2001_EAF,y_2002_EAF,y_2003_EAF,y_2004_EAF,y_2005_EAF,y_2006_EAF,y_2007_EAF,y_2008_EAF,y_2009_EAF,y_2010_EAF,y_2011_EAF,y_2012_EAF,y_2013_EAF,y_1980_EAF,y_1981_EAF,y_1982_EAF,y_1983_EAF,y_1984_EAF,y_1985_EAF,y_1986_EAF,y_1987_EAF,y_1988_EAF,y_1989_EAF,y_1990_LAC,y_1991_LAC,y_1992_LAC,y_1993_LAC,y_1994_LAC,y_1995_LAC,y_1996_LAC,y_1997_LAC,y_1998_LAC,y_1999_LAC,y_2000_LAC,y_2001_LAC,y_2002_LAC,y_2003_LAC,y_2004_LAC,y_2005_LAC,y_2006_LAC,y_2007_LAC,y_2008_LAC,y_2009_LAC,y_2010_LAC,y_2011_LAC,y_2012_LAC,y_2013_LAC,y_1980_LAC,y_1981_LAC,y_1982_LAC,y_1983_LAC,y_1984_LAC,y_1985_LAC,y_1986_LAC,y_1987_LAC,y_1988_LAC,y_1989_LAC,y_1990_SAF,y_1991_SAF,y_1992_SAF,y_1993_SAF,y_1994_SAF,y_1995_SAF,y_1996_SAF,y_1997_SAF,y_1998_SAF,y_1999_SAF,y_2000_SAF,y_2001_SAF,y_2002_SAF,y_2003_SAF,y_2004_SAF,y_2005_SAF,y_2006_SAF,y_2007_SAF,y_2008_SAF,y_2009_SAF,y_2010_SAF,y_2011_SAF,y_2012_SAF,y_2013_SAF,y_1980_SAF,y_1981_SAF,y_1982_SAF,y_1983_SAF,y_1984_SAF,y_1985_SAF,y_1986_SAF,y_1987_SAF,y_1988_SAF,y_1989_SAF,y_1990_SEAS,y_1991_SEAS,y_1992_SEAS,y_1993_SEAS,y_1994_SEAS,y_1995_SEAS,y_1996_SEAS,y_1997_SEAS,y_1998_SEAS,y_1999_SEAS,y_2000_SEAS,y_2001_SEAS,y_2002_SEAS,y_2003_SEAS,y_2004_SEAS,y_2005_SEAS,y_2006_SEAS,y_2007_SEAS,y_2008_SEAS,y_2009_SEAS,y_2010_SEAS,y_2011_SEAS,y_2012_SEAS,y_2013_SEAS,y_1980_SEAS,y_1981_SEAS,y_1982_SEAS,y_1983_SEAS,y_1984_SEAS,y_1985_SEAS,y_1986_SEAS,y_1987_SEAS,y_1988_SEAS,y_1989_SEAS,agri_top30,agri_b70
774,ES,sptinc992j,p0p50,2005,0.2116,ESP,2589,30875988658,43653155,1130800000000,25904.17315,32565.56944,Spain,1099923980288,0.0183157846331596,-0.0882632061839104,-0.105156689882278,0.0352075509727001,0.0183140616863966,0.0389033406972885,0.022009851410985,1990,83,1960,80,WEOFF,0.0750459656119347,0,26273.619140625,0.019805908203125,205,14.73,0.50586,0.2558943396,53,0.2116,216.9729,690303062.746616,3196.010817,129446710.630056,387010.409941406,13290772.9784766,46,2116,0.0273045531110718,0.0316728918700368,Spain,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,5.30000019073486,6.49056517559549,0,1,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Southern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
775,ES,sptinc992j,p0p50,2006,0.2079,ESP,2590,32583445257,44397319,1176890000000,26508.19416,33324.91768,Spain,1144306532352,0.0230498183518648,0.053825531154871,0.0369220040738583,0.0399500206112862,0.0230464935302734,0.0395577363669872,0.0226542111486197,1990,83,1960,80,WEOFF,0.0750459656119347,0,27910.1171875,0.0257110595703125,205,15.48,0.63985,0.4094080225,53,0.2079,239.6304,778974641.419983,3709.478592,261959723.196625,432048.6140625,17858288.4824219,47,2209,0.0276860583886345,0.0316728918700368,Spain,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,4.80499982833862,6.49056517559549,0,1,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Southern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
776,ES,sptinc992j,p0p50,2007,0.2092,ESP,2591,34860843033,45226803,1217840000000,26927.37367,33851.89143,Spain,1182979194880,0.0156894791871309,0.0675598755478859,0.0490490645170212,0.0342034325003624,0.0156926196068525,0.0332371927797794,0.0147263798862696,1990,83,1960,80,WEOFF,0.0750459656119347,0,29090.544921875,0.0209646224975586,205,14.56,0.58017,0.3365972289,53,0.2092,211.9936,846259803.851627,3086.626816,195283614.290913,423558.3340625,16877461.4473242,48,2304,0.0286251420818827,0.0316728918700368,Spain,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,4.51599979400635,6.49056517559549,0,1,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Southern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
777,ES,sptinc992j,p0p50,2008,0.2093,ESP,2592,33903772841,45954106,1228700000000,26737.51183,33613.2056,Spain,1194796253184,-0.00707586109638214,-0.0278379209339619,-0.043791227042675,0.00887790229171515,-0.00707540288567543,0.00993967335671186,-0.00601363182067871,1990,83,1960,80,WEOFF,0.0750459656119347,0,29332.890625,-0.00319766998291016,205,14.48,0.69369,0.4812058161,53,0.2093,209.6704,860418472.418213,3036.027392,333807662.570409,424740.25625,20347932.8976563,49,2401,0.0275932065117604,0.0316728918700368,Spain,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,4.0460000038147,6.49056517559549,0,1,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Southern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
778,ES,sptinc992j,p0p50,2009,0.2084,ESP,2593,32800307383,46362946,1181610000000,25486.09078,32039.97496,Spain,1148809641984,-0.0479346737265587,-0.0330884158611298,-0.0419457741081715,-0.0390787832438946,-0.0479361452162266,-0.0392493605613708,-0.0481067188084126,1990,83,1960,80,WEOFF,0.0750459656119347,0,28356.62890625,-0.0490026473999023,205,15.13,0.6387,0.40793769,53,0.2084,228.9169,804098402.926773,3463.512697,260549802.603,429035.795351562,18111378.8824219,50,2500,0.0277589961010824,0.0316728918700368,Spain,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,4.125,6.49056517559549,0,1,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Southern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
779,ES,sptinc992j,p0p50,2010,0.2132,ESP,2594,33422450751,46576897,1179230000000,25317.96221,31828.61122,Spain,1145807568896,-0.00661873118951917,0.01878996565938,0.0141858821734786,-0.00201623211614788,-0.00662031536921859,-0.00261662364937365,-0.00722070690244436,1990,83,1960,80,WEOFF,0.0750459656119347,0,27912.107421875,-0.0127744674682617,205,14.39,0.78056,0.6092739136,53,0.2132,207.0721,779085740.730289,2979.767519,475574845.999616,401655.225800781,21787074.5692187,51,2601,0.028342605557016,0.0316728918700368,Spain,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,4.19799995422363,6.49056517559549,0,1,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Southern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
780,ES,sptinc992j,p0p50,2011,0.2133,ESP,2595,35292787118,46742697,1179830000000,25240.84846,31731.66727,Spain,1144537219072,-0.00305045978166163,0.054450761526823,0.0508973747491837,5.08677214384079e-4,-0.00304470676928759,-0.00110930891241878,-0.00466269301250577,1990,83,1960,80,WEOFF,0.0750459656119347,0,27633.8203125,-0.003997802734375,NA,NA,NA,NA,53,0.2133,NA,763628025.063538,NA,NA,NA,NA,52,2704,0.0299134511904257,0.0316728918700368,Spain,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,4.09999990463257,6.49056517559549,0,1,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Southern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
781,ES,sptinc992j,p0p50,2012,0.218,ESP,2596,31457801927,46761264,1160460000000,24816.67337,31198.41329,Spain,1129002172416,-0.0169479120522738,-0.115031585097313,-0.115428723394871,-0.01655388250947,-0.0169510208070278,-0.0136661706492305,-0.0140633089467883,1990,83,1960,80,WEOFF,0.0750459656119347,0,NA,NA,NA,NA,NA,NA,53,0.218,NA,NA,NA,NA,NA,NA,53,2809,0.0271080450226634,0.0316728918700368,Spain,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,4.21600008010864,6.49056517559549,0,1,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Southern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
782,ES,sptinc992j,p0p50,2013,0.2102,ESP,2597,31808763405,46647421,1146270000000,24573.06431,30892.15886,Spain,1114461175808,-0.00986484438180923,0.0110948039218783,0.0135323302820325,-0.0123032853007317,-0.00986575987190008,-0.0129631720483303,-0.0105256456881762,1990,83,1960,80,WEOFF,0.0750459656119347,0,NA,NA,NA,NA,NA,NA,53,0.2102,NA,NA,NA,NA,NA,NA,54,2916,0.0277498001387108,0.0316728918700368,Spain,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,4.2979998588562,6.49056517559549,0,1,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Southern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
816,FI,sptinc992j,p0p50,1980,0.2624,FIN,2695,4936811867,4779535,103726000000,21702.17032,NA,Finland,98789187584,0.0493777468800545,0.0721656903624535,0.0690549090504646,0.0524858050048351,0.049375019967556,0.0515123829245567,0.0484015978872776,NA,86,1960,83,WEOFF,0,0,17104.62109375,0.0489912033081055,70,2.52,0.58402,0.3410793604,53,0.2624,6.3504,292568062.760757,16.003008,199197168.060808,43103.64515625,9989440.81117187,21,441,0.0475947387058211,0.0318989279352881,Finland,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,NA,6.10778255048006,1,0,0,0,0,1980,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Northern Europe,WEOFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
