country,year,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,abs_red,abs_red_se,rel_red,rel_red_se,X1,iso,AgrGDP,Pop,TotGDP,gdpCAP_wdi,gdpCAPppp_wdi,NonAgrGDP,growthWDI,AgrGDPgrowth,AgrGDPgrowthCap,TotGDPgrowth,TotGDPgrowthCap,NonAgrGDPgrowth,NonAgrGDPgrowthCap,firstyrWDIppp,GDPpctile_WDIppp,firstyrWDI,GDPpctile_WDI,continent,OilGDP,oil,gdpCAPppp,rgdpCAPgr,fid,UDel_temp_popweight,UDel_precip_popweight,UDel_precip_popweight_2,wdinomiss,_yi_isoXtim_2,_yi_isoXtim_3,temp_sq,time_trend,time_trend_sq,gdp_sq,temp_third,prec_third,gdp_pc_non_ppp,gdp_pc_non_ppp_sq,agri_share,avg_agri_share,Country Name,Indicator Name,Indicator Code,X65,agri_emp,avg_agri_emp,Above50,agri_bottom25,agri_25_50,agri_50_75,agri_top25,min_year,int_2007,agri_top50,agri_b25,agri_m_25_50,agri_m_50_75,agri_top_25
Albania,2000,38.1,2.3,45,5,NA,NA,NA,NA,137,ALB,1541497452,3089027,6442273974,2085.535016,5403.242701,4900776448,0.0768320336937904,0.0440168604254723,0.0503904297947884,0.0704584643244743,0.0768320336937904,0.0789221227169037,0.0852956920862198,1990,41,1980,42,EECA,4.72280120849609,0,4678.17138671875,0.064427375793457,5,14.18,1.08395,1.1749476024999999,33,0,0,201.0724,41,1681,21885287.523514032,2851.206632,1273584453.729875,2085.535016042268,4349456.303138424,0.23927846878621434,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,46.226001739502,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2001,38.2,2.3,45.1,4.9,NA,NA,NA,NA,138,ALB,1575175684,3064111,6893233152,2249.668224,5828.482053,5318057472,0.0757573246955872,0.0216124951839447,0.0297111719846725,0.0676586478948593,0.0757573246955872,0.0817144513130188,0.0898131281137466,1990,41,1980,42,EECA,4.72280120849609,0,4818.984375,0.074610710144043,5,13.86,1.0475999999999999,1.0974657599999997,33,0,0,192.09959999999998,42,1764,23222610.40649414,2662.5004559999998,1149705130.1759996,2249.6682241602866,5061007.118796498,0.22851043179106442,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,46.0579986572266,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2002,38.3,2.2,45.2,4.9,NA,NA,NA,NA,139,ALB,1600408856,3051427,7093136913,2324.531084,6022.438137,5492727808,0.0327355861663818,0.015892319381237,0.0200404487550259,0.028587456792593,0.0327355861663818,0.0323169007897377,0.0364650301635265,1990,41,1980,42,EECA,4.72280120849609,0,4837.07763671875,0.0374221801757812,5,13.9,1.20877,1.4611249128999997,33,0,0,193.21,43,1849,23397320.063644648,2685.619,1766163960.9661329,2324.531084309079,5403444.761919142,0.2256277970705512,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,45.8580017089844,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2003,38.3,2.2,45.2,4.8,NA,NA,NA,NA,140,ALB,1574498010,3033659,7497445717,2471.420063,6403.00082,5922947584,0.0612745769321918,-0.0163226332515478,-0.0104827657341957,0.0554347075521946,0.0612745769321918,0.0754092261195183,0.0812490954995155,1990,41,1980,42,EECA,4.72280120849609,0,5044.96484375,0.050349235534668,5,14.29,1.22038,1.4893273444000001,33,0,0,204.20409999999998,44,1936,25451670.274673462,2918.0765889999993,1817545304.5588725,2471.420063032793,6107917.127961015,0.2100045894870465,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,45.6650009155273,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2004,38.4,2.2,45.3,4.8,NA,NA,NA,NA,141,ALB,1631179939,3014579,7939795015,2633.798953,6823.695053,6308615168,0.0636343657970428,0.0353671424090862,0.041676439344883,0.0573250651359558,0.0636343657970428,0.0630819573998451,0.0693912580609322,1990,41,1980,42,EECA,4.72280120849609,0,5252.40234375,0.0493526458740234,5,13.68,1.3661400000000001,1.8663384996000003,33,0,0,187.14239999999998,45,2025,27587730.380630493,2560.1080319999996,2549679677.8435445,2633.798953353022,6936896.926683475,0.20544358335679275,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,45.4710006713867,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2005,38.4,2.3,45.3,4.8,NA,NA,NA,NA,142,ALB,1642598198,2992724,8376483740,2798.949633,7251.570488,6733885440,0.0608169436454773,0.00697561353445053,0.0142517890781164,0.0535407662391663,0.0608169436454773,0.0652361214160919,0.072512298822403,1990,41,1980,42,EECA,4.72280120849609,0,5533.09375,0.0505914688110352,5,13.1,1.32625,1.7589390624999999,33,0,0,171.60999999999999,46,2116,30615126.446289062,2248.091,2332792931.640625,2798.949632508711,7834119.04532065,0.19609638709810234,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,45.2709999084473,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2006,38.4,2.3,45.4,4.9,NA,NA,NA,NA,143,ALB,1693518742,2968028,8795307928,2963.350726,7677.503881,7101789184,0.0570764131844044,0.0305292047560215,0.0388154536485672,0.0487901642918587,0.0570764131844044,0.0531944409012794,0.0614806935191154,1990,41,1980,42,EECA,4.72280120849609,0,5917.4736328125,0.0481843948364258,5,12.93,1.16467,1.3564562089000003,33,0,0,167.1849,47,2209,35016494.195031166,2161.700757,1579823852.8195634,2963.350725801778,8781447.524109924,0.19254797624636388,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,45.0620002746582,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2007,38.4,2.4,45.4,4.9,NA,NA,NA,NA,144,ALB,1739243748,2940880,9314231095,3167.157822,8205.531077,7574987264,0.0665139704942703,0.0266419313848019,0.0358308330178261,0.0573250651359558,0.0665139704942703,0.0645049214363098,0.0736938193440437,1990,41,1980,42,EECA,4.72280120849609,0,6184.78369140625,0.0532474517822266,5,13.91,1.07421,1.1539271241000002,33,0,0,193.4881,48,2304,38251549.30948472,2691.419471,1239560055.9794612,3167.1578218084383,10030888.66824237,0.1867297182409022,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,44.8569984436035,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2008,38.4,2.4,45.5,5,NA,NA,NA,NA,145,ALB,1862730055,2912559,10031426890,3444.196972,8923.289233,8168696832,0.0838561803102493,0.068592794239521,0.0782695710659027,0.074179396033287,0.0838561803102493,0.0754577219486237,0.0851344987750053,1990,41,1980,42,EECA,4.72280120849609,0,6942.23388671875,0.0689630508422852,5,13.91,1.05489,1.1127929121000002,33,0,0,193.4881,49,2401,48194611.33790612,2691.419471,1173874115.0451694,3444.1969724905143,11862492.785312824,0.1856894413352994,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,44.6559982299805,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2009,38.4,2.4,45.4,5,NA,NA,NA,NA,146,ALB,1899984656,2884303,10362463977,3592.709912,9308.059304,8462479360,0.0422159917652607,0.0198026280850172,0.0295514278113842,0.0324671901762486,0.0422159917652607,0.0353328101336956,0.0450816079974174,1990,41,1980,42,EECA,4.72280120849609,0,7504.73681640625,0.0289373397827148,5,13.89,1.49783,2.2434947089,33,0,0,192.93210000000002,50,2500,56321074.68352342,2679.8268690000004,3360373679.8316865,3592.7099118920587,12907564.511007445,0.18335259453901212,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,44.0519981384277,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2010,38.4,2.6,45.4,5.2,NA,NA,NA,NA,147,ALB,2027283628,2856673,10725150216,3754.41999,9727.020766,8697866240,0.044027041643858,0.0648509711027145,0.0744765847921371,0.0344014279544353,0.044027041643858,0.0274355374276638,0.0370611511170864,1990,41,1980,42,EECA,4.72280120849609,0,7439.072265625,0.0350666046142578,5,13.81,1.66167,2.7611471889,33,0,0,190.7161,51,2601,55339796.17319107,2633.789341,4588115449.379463,3754.41998996735,14095669.461066436,0.189021467035087,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,42.0839996337891,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2011,38.4,2.7,45.4,5.2,NA,NA,NA,NA,148,ALB,2108374973,2829337,11046904723,3904.414611,10115.62961,8938529792,0.0391740538179874,0.0392207130789757,0.0488359667360783,0.02955880202353,0.0391740538179874,0.0272933878004551,0.0369086377322674,1990,41,1980,42,EECA,4.72280120849609,0,7486.56982421875,0.0161561965942383,NA,NA,NA,NA,33,0,0,NA,52,2704,56048727.732902765,NA,NA,3904.4146112675867,15244453.45667982,0.19085662688936725,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,45.3880004882813,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Albania,2012,38.4,2.8,45.4,5.1,NA,NA,NA,NA,149,ALB,2192709972,2801681,11190513071,3994.213856,10348.28315,8997803008,0.0227389130741358,0.0392207130789757,0.0490435287356377,0.0129160992801189,0.0227389130741358,0.00660931458696723,0.0164321288466454,1990,41,1980,42,EECA,4.72280120849609,0,NA,NA,NA,NA,NA,NA,33,0,0,NA,53,2809,NA,NA,NA,3994.2138562527284,15953744.32948129,0.1959436495974761,0.2189139492879555,Albania,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,46.0429992675781,45.48876459458296,1,0,0,1,0,1996,1,1,0,0,1,0
Algeria,1988,37.5,2.8,39.5,3,NA,NA,NA,NA,2389,DZA,3590854371,24904931,63444896305,2547.48332,NA,59854041088,-0.0377001725137234,-0.07042246311903,-0.0980722457170486,-0.0100503917783499,-0.0377001725137234,-0.00630991067737341,-0.0339596904814243,NA,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,17.15,0.44043,0.1939785849,53,0,0,294.12249999999995,29,841,NA,5044.200874999999,85433988.147507,2547.483319869467,6489671.26501316,0.05659800204791272,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,NA,19.705000196184432,1,0,0,1,0,1988,1,0,0,1,0,0
Algeria,1989,37.4,2.8,39.4,2.9,NA,NA,NA,NA,2390,DZA,4140254864,25576596,66236473115,2589.729811,NA,62096220160,0.0164476111531258,0.14236718416214,0.115755289793015,0.0430595092475414,0.0164476111531258,0.0367761701345444,0.0101642711088061,NA,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,17.32,0.34097000000000005,0.11626054090000003,53,0,0,299.9824,30,900,NA,5195.695168,39641356.630673006,2589.7298106049766,6706700.491936088,0.06250717571890754,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,NA,19.705000196184432,1,0,0,1,0,1988,1,0,0,1,0,0
Algeria,1990,37.3,2.7,39.3,2.9,NA,NA,NA,NA,2391,DZA,3883559177,26239708,66766365310,2544.478213,10112.79638,62882807808,-0.0176279451698065,-0.0640053004026413,-0.0896014198660851,0.00796817615628242,-0.0176279451698065,0.0125876804813743,-0.0130084408447146,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,17.28,0.4609,0.21242880999999997,53,0,0,298.5984,31,961,NA,5159.780352000001,97908438.52899998,2544.4782125624265,6474369.374204881,0.05816640098601168,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,NA,19.705000196184432,1,0,0,1,0,1988,1,0,0,1,0,0
Algeria,1991,37.1,2.7,39.1,2.9,NA,NA,NA,NA,2392,DZA,4481627138,26893663,65965168517,2452.814573,9748.48761,61483540480,-0.0366894342005253,0.143234133720398,0.118617288768291,-0.0120725873857737,-0.0366894342005253,-0.0225032959133387,-0.0471201427280903,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,16.09,0.45436,0.20644300959999998,53,0,0,258.8881,32,1024,NA,4165.509529,93799445.841856,2452.814572600244,6016299.3275601175,0.06793929643104045,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,23.6030006408691,19.705000196184432,1,0,0,1,0,1988,1,0,0,1,0,0
Algeria,1992,37,2.6,39,2.9,NA,NA,NA,NA,2393,DZA,4687782390,27535151,67152543077,2438.793347,9692.76153,62464761856,-0.00573278358206153,0.0449734516441822,0.0214007273316383,0.0178399402648211,-0.00573278311640024,0.0158330835402012,-0.00773964123800397,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,16.11,0.54074,0.2923997476,53,0,0,259.53209999999996,33,1089,NA,4181.062131,158112239.517224,2438.793347347178,5947712.991064853,0.06980796519686211,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,23.3080005645752,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
Algeria,1993,36.9,2.6,38.9,2.8,NA,NA,NA,NA,2394,DZA,4514334334,28157560,65742339165,2334.802418,9279.459073,61228003328,-0.0435761176049709,-0.037701889872551,-0.0600543655455112,-0.0212236437946558,-0.0435761176049709,-0.0199979320168495,-0.0423504039645195,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,16.62,0.38268,0.1464439824,53,0,0,276.22440000000006,34,1156,NA,4590.849528000001,56041183.18483201,2334.802417716592,5451302.329775244,0.06866707804037718,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,23.0620002746582,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
Algeria,1994,36.8,2.5,38.7,2.8,NA,NA,NA,NA,2395,DZA,4108044230,28752749,65150660372,2265.893267,9005.585945,61042614272,-0.0299582108855247,-0.0943106859922409,-0.115228183567524,-0.0090407095849514,-0.0299582108855247,-0.00303244078531861,-0.0239499416202307,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,17.65,0.39108,0.15294356639999998,53,0,0,311.5224999999999,35,1225,NA,5498.372124999999,59813169.94771199,2265.893267179427,5134272.2982490575,0.06305452940221504,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,22.9120006561279,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
Algeria,1995,36.7,2.5,38.6,2.7,NA,NA,NA,NA,2396,DZA,4722607563,29315463,67626382084,2306.850214,9168.36559,62903775232,0.0179139915853739,0.139414042234421,0.120032295584679,0.0372957363724709,0.0179139897227287,0.0300339665263891,0.0106522226706147,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,17.16,0.44294,0.1961958436,53,0,0,294.4656,36,1296,NA,5053.0296960000005,86902986.964184,2306.850213622756,5321557.908091356,0.0698338047588286,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,22.7870006561279,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
Algeria,1996,36.6,2.5,38.4,2.8,NA,NA,NA,NA,2397,DZA,5851310616,29845208,70399062720,2358.806235,9374.860054,64547753984,0.0222726073116064,0.214304581284523,0.19639541208744,0.0401817746460438,0.0222726091742516,0.0257991403341293,0.00788997393101454,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,16.66,0.51434,0.2645456356,53,0,0,277.5556,37,1369,NA,4624.076296,136066402.21450403,2358.8062351584213,5563966.855022245,0.08311631419401942,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,22.6900005340576,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
Algeria,1997,36.5,2.7,38.3,2.9,NA,NA,NA,NA,2398,DZA,5064309633,30345466,71173452359,2345.439426,9321.734892,66109140992,-0.00568288564682007,-0.144447848200798,-0.161070674657822,0.0109399389475584,-0.00568288564682007,0.0239017065614462,0.00727888103574514,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,17.58,0.46884,0.21981094559999997,53,0,0,309.05639999999994,38,1444,NA,5433.211511999998,103056163.73510398,2345.439426074393,5501086.101384178,0.07115447495023206,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,22.4939994812012,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
Algeria,1998,36.4,2.7,38.1,2.9,NA,NA,NA,NA,2399,DZA,5641640661,30820435,74803300996,2427.068307,9646.161427,69161656320,0.0342112965881824,0.107957094907761,0.0924262627959251,0.0497421249747276,0.0342112965881824,0.0451395809650421,0.0296087544411421,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,16.96,0.43615,0.19022682249999998,53,0,0,287.64160000000004,39,1521,NA,4878.401536,82967428.63337499,2427.0683069852844,5890660.566772414,0.07541967514644413,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,22.1240005493164,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
Algeria,1999,36.3,2.8,38,3,NA,NA,NA,NA,2400,DZA,5793964999,31276295,77197007776,2468.227384,9809.74442,71403044864,0.0168161634355783,0.0266419369727373,0.0119594195857644,0.0314986817538738,0.0168161634355783,0.0318939052522182,0.0172113850712776,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,17.67,0.52238,0.2728808644,53,0,0,312.22890000000007,40,1600,NA,5517.0846630000015,142547505.945272,2468.2273835823585,6092146.417065815,0.07505426914747987,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,22.0209999084473,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
Algeria,2000,36.2,2.8,37.9,3,NA,NA,NA,NA,2401,DZA,5504266889,31719449,78895342490,2487.286034,9885.491284,73391079424,0.00769193517044187,-0.0512932687997818,-0.0653628334403038,0.0217614993453026,0.00769193517044187,0.0274618808180094,0.0133923171088099,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,17.46,0.33052,0.10924347039999999,53,0,0,304.8516,41,1681,NA,5322.708936000001,36107151.83660799,2487.286033562563,6186591.812755386,0.06976668983593888,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,22.0419998168945,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
Algeria,2001,36.1,2.8,37.8,3,NA,NA,NA,NA,2402,DZA,6234955263,32150198,82534408893,2567.150874,10202.9068,76299452416,0.0316045060753822,0.124647811055183,0.111159227788448,0.0450930893421173,0.0316045060753822,0.038863368332386,0.0253747832030058,1990,63,1960,57,MENA,10.3619756698608,0,NA,NA,3,18.01,0.38900999999999997,0.15132878009999998,53,0,0,324.36010000000005,42,1764,NA,5841.7254010000015,58868408.746700995,2567.15087393863,6590263.609563871,0.07554370772901732,0.0747576774018416,Algeria,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,NA,21.7110004425049,19.705000196184432,0,0,1,0,0,1988,1,0,0,1,0,0
