"","Domain Code","Domain","Area Code (FAO)","Area","Year Code","Year","Item Code","Item","Months Code","Months","Unit","Value","Flag","Flag Description","Note","year_price","...1","country","variable","percentile","value","country_iso3","X1","AgrGDP","Pop","TotGDP","gdpCAP_wdi","gdpCAPppp_wdi","NonAgrGDP","growthWDI","AgrGDPgrowth","AgrGDPgrowthCap","TotGDPgrowth","TotGDPgrowthCap","NonAgrGDPgrowth","NonAgrGDPgrowthCap","firstyrWDIppp","GDPpctile_WDIppp","firstyrWDI","GDPpctile_WDI","continent","OilGDP","oil","gdpCAPppp","rgdpCAPgr","fid","UDel_temp_popweight","UDel_precip_popweight","UDel_precip_popweight_2","wdinomiss","bottom50","temp_sq","gdp_sq","temp_third","prec_third","temp_times_gdppc","prec_times_gdppc","time_trend","time_trend_sq","agri_share","avg_agri_share","Country Name","Indicator Name","Indicator Code","X65","agri_emp","avg_agri_emp","Above50","agri_bottom25","agri_25_50","agri_50_75","agri_top25","min_year","int_2007","agri_top50","agri_b25","agri_m_25_50","agri_m_50_75","agri_top_25","agri_top10","agri_b90","agri_top1","agri_b99","agri_top5","agri_b95","agri_top20","agri_b80","agri_b75","agri_b50"
"11","CP","Consumer Price Indices",3,"Albania",2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,82.830259,"X","International reliable sources","base year is 2015",82.3877863333333,38,"AL","sptinc992j","p0p50",0.2124,"ALB",147,2027283628,2856673,10725150216,3754.41999,9727.020766,8697866240,0.044027041643858,0.0648509711027145,0.0744765847921371,0.0344014279544353,0.044027041643858,0.0274355374276638,0.0370611511170864,1990,41,1980,42,"EECA",4.72280120849609,0,7439.072265625,0.0350666046142578,5,13.81,1.66167,2.7611471889,33,0.2124,190.7161,55339796.1731911,2633.789341,4588115449.37946,102733.587988281,12361283.2116211,51,2601,0.189021467035087,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,42.0839996337891,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"12","CP","Consumer Price Indices",3,"Albania",2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,86.44047,"X","International reliable sources","base year is 2015",85.9968650833333,39,"AL","sptinc992j","p0p50",0.2097,"ALB",148,2108374973,2829337,11046904723,3904.414611,10115.62961,8938529792,0.0391740538179874,0.0392207130789757,0.0488359667360783,0.02955880202353,0.0391740538179874,0.0272933878004551,0.0369086377322674,1990,41,1980,42,"EECA",4.72280120849609,0,7486.56982421875,0.0161561965942383,NA,NA,NA,NA,33,0.2097,NA,56048727.7329028,NA,NA,NA,NA,52,2704,0.190856626889367,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,45.3880004882813,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"13","CP","Consumer Price Indices",3,"Albania",2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,87.688803,"X","International reliable sources","base year is 2015",88.02095325,40,"AL","sptinc992j","p0p50",0.212,"ALB",149,2192709972,2801681,11190513071,3994.213856,10348.28315,8997803008,0.0227389130741358,0.0392207130789757,0.0490435287356377,0.0129160992801189,0.0227389130741358,0.00660931458696723,0.0164321288466454,1990,41,1980,42,"EECA",4.72280120849609,0,NA,NA,NA,NA,NA,NA,33,0.212,NA,NA,NA,NA,NA,NA,53,2809,0.195943649597476,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,46.0429992675781,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"14","CP","Consumer Price Indices",3,"Albania",2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,91.585821,"X","International reliable sources","base year is 2015",91.7544270833333,41,"AL","sptinc992j","p0p50",0.2104,"ALB",150,NA,2773620,11335995640,4087.075966,10588.87202,NA,0.0229830145835876,NA,NA,0.0129167456179857,0.0229830127209425,NA,NA,1990,41,1980,42,"EECA",4.72280120849609,0,NA,NA,NA,NA,NA,NA,33,0.2104,NA,NA,NA,NA,NA,NA,54,2916,NA,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,44.1980018615723,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"15","CP","Consumer Price Indices",4,"Algeria",2000,2000,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,52.405887,"F","FAO estimate","base year is 2015",51.8948078333333,667,"DZ","sptinc992j","p0p50",0.1789104518,"DZA",2401,5504266889,31719449,78895342490,2487.286034,9885.491284,73391079424,0.00769193517044187,-0.0512932687997818,-0.0653628334403038,0.0217614993453026,0.00769193517044187,0.0274618808180094,0.0133923171088099,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.46,0.33052,0.1092434704,53,0.1789104518,304.8516,NA,5322.708936,36107151.836608,NA,NA,41,1681,0.0697666898359389,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,22.0419998168945,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"16","CP","Consumer Price Indices",4,"Algeria",2001,2001,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,51.57055,"F","FAO estimate","base year is 2015",52.5980668333333,668,"DZ","sptinc992j","p0p50",0.1814700682,"DZA",2402,6234955263,32150198,82534408893,2567.150874,10202.9068,76299452416,0.0316045060753822,0.124647811055183,0.111159227788448,0.0450930893421173,0.0316045060753822,0.038863368332386,0.0253747832030058,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,18.01,0.38901,0.1513287801,53,0.1814700682,324.3601,NA,5841.725401,58868408.746701,NA,NA,42,1764,0.0755437077290173,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,21.7110004425049,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"17","CP","Consumer Price Indices",4,"Algeria",2002,2002,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,53.704794,"F","FAO estimate","base year is 2015",54.140448,669,"DZ","sptinc992j","p0p50",0.1840296843,"DZA",2403,6160135800,32572977,87156335791,2675.725212,10634.4256,80996196352,0.0414237752556801,-0.0120725808665156,-0.0251369904726744,0.0544881857931614,0.0414237752556801,0.0597364343702793,0.046672023832798,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.62,0.43623,0.1902966129,53,0.1840296843,310.4644,NA,5470.382728,83013091.445367,NA,NA,43,1849,0.0706791507937179,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,21.673999786377,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"18","CP","Consumer Price Indices",4,"Algeria",2003,2003,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,54.77896,"F","FAO estimate","base year is 2015",55.8946796666667,670,"DZ","sptinc992j","p0p50",0.1865893001,"DZA",2404,7361362281,33003442,93431591968,2830.965084,11251.4123,86070231040,0.0563972219824791,0.178146183490753,0.165017351508141,0.0695260614156723,0.0563972219824791,0.0607614070177078,0.0476325675845146,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.95,0.56117,0.3149117689,53,0.1865893001,322.2025,NA,5783.534875,176719037.353613,NA,NA,44,1936,0.0787887921627327,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,21.7169990539551,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"19","CP","Consumer Price Indices",4,"Algeria",2004,2004,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,57.245406,"F","FAO estimate","base year is 2015",58.5379426666667,671,"DZ","sptinc992j","p0p50",0.1891489154,"DZA",2405,7758875844,33461345,97449150423,2912.290299,11574.63194,89690275840,0.0283221434801817,0.0525924488902092,0.0388134159147739,0.0421011745929718,0.0283221434801817,0.0411987528204918,0.0274197198450565,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.22,0.53252,0.2835775504,53,0.1891489154,296.5284,NA,5106.219048,151010717.139008,NA,NA,45,2025,0.0796197381949545,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,20.1270008087158,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"20","CP","Consumer Price Indices",4,"Algeria",2005,2005,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,58.374206,"X","International reliable sources","base year is 2015",56.6701565,672,"DZ","sptinc992j","p0p50",0.1917085327,"DZA",2406,7937329989,33960903,1.03199e+11,3038.748713,12077.22936,95261671424,0.042506005614996,0.0227394867688417,0.00792042817920446,0.0573284551501274,0.0425093956291676,0.0602651871740818,0.0454461276531219,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.09,0.42245,0.1784640025,53,0.1917085327,292.0681,NA,4991.443829,75392117.856125,NA,NA,46,2116,0.0769128575761393,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,18.6560001373291,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"21","CP","Consumer Price Indices",4,"Algeria",2006,2006,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,57.553738,"X","International reliable sources","base year is 2015",59.059244,673,"DZ","sptinc992j","p0p50",0.1942681479,"DZA",2407,8580253718,34507214,1.04953e+11,3041.480757,12088.08762,96372744192,0.00089866481721401,0.0778865367174149,0.0619280859827995,0.0168534684926271,0.00089501537149772,0.0115958843380213,-0.00436256872490048,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.96,0.4442,0.19731364,53,0.1942681479,322.5616,NA,5793.206336,87646718.888,NA,NA,47,2209,0.0817532964088687,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,17.1900005340576,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"22","CP","Consumer Price Indices",4,"Algeria",2007,2007,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,59.67328,"X","International reliable sources","base year is 2015",62.8140251666667,674,"DZ","sptinc992j","p0p50",0.1968277641,"DZA",2408,8794760061,35097043,1.08521e+11,3092.039129,12289.02726,99726237696,0.0164862982928753,0.0246926117688417,0.0077441344037652,0.0334310717880726,0.0164825934916735,0.0342053845524788,0.0172569062560797,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.37,0.54376,0.2956749376,53,0.1968277641,301.7169,NA,5240.822553,160776204.069376,NA,NA,48,2304,0.0810420108642567,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,15.7209997177124,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"23","CP","Consumer Price Indices",4,"Algeria",2008,2008,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,64.68024,"X","International reliable sources","base year is 2015",67.528211,675,"DZ","sptinc992j","p0p50",0.1993873816,"DZA",2409,8460559178,35725377,1.10692e+11,3098.409819,12314.34698,102231441408,0.00205823266878724,-0.0387408286333084,-0.0564852245151997,0.019807867705822,0.00206347228959203,0.024810466915369,0.00706607289612293,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.6,0.43363,0.1880349769,53,0.1993873816,309.76,NA,5451.776,81537607.033147,NA,NA,49,2401,0.0764333391573013,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,14.3990001678467,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"24","CP","Consumer Price Indices",4,"Algeria",2009,2009,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,69.50312,"X","International reliable sources","base year is 2015",73.08521725,676,"DZ","sptinc992j","p0p50",0.2019469968,"DZA",2410,10245737165,36383302,1.12463e+11,3091.058258,12285.12888,102217261056,-0.00237550772726536,0.191446468234062,0.1731978058815,0.0158727094531059,-0.00237594754435122,-0.00013871795090381,-0.0183873753994703,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.75,0.54918,0.3015986724,53,0.2019469968,315.0625,NA,5592.359375,165631958.908632,NA,NA,50,2500,0.0911031820687693,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,12.960000038147,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"25","CP","Consumer Price Indices",4,"Algeria",2010,2010,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,74.86246,"X","International reliable sources","base year is 2015",76.1816956666667,677,"DZ","sptinc992j","p0p50",0.2045066139,"DZA",2411,10747778286,37062820,1.16512e+11,3143.629138,12494.06704,105764225024,0.0168643984943628,0.0478373281657696,0.0293329525738955,0.0353699922561646,0.0168656148016453,0.0341117642819881,0.015607388690114,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.78,0.50663,0.2566739569,53,0.2045066139,316.1284,NA,5620.762952,130038726.784247,NA,NA,51,2601,0.0922461058603406,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,11.8369998931885,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"26","CP","Consumer Price Indices",4,"Algeria",2011,2011,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,77.039856,"X","International reliable sources","base year is 2015",79.39738725,678,"DZ","sptinc992j","p0p50",0.2070662304,"DZA",2412,11854799450,37762962,1.19774e+11,3171.735084,12605.77155,107919204352,0.00890087429434061,0.0980337411165237,0.0793192684650421,0.0276123620569706,0.00889789126813412,0.0201705154031515,0.00145604461431503,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,NA,NA,NA,NA,53,0.2070662304,NA,NA,NA,NA,NA,NA,52,2704,0.0989764009718303,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,10.7700004577637,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"27","CP","Consumer Price Indices",4,"Algeria",2012,2012,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,83.782421,"X","International reliable sources","base year is 2015",89.1014394166667,679,"DZ","sptinc992j","p0p50",0.2070662304,"DZA",2413,NA,38481705,1.23727e+11,3215.206987,12778.54667,NA,0.0136129539459944,NA,NA,0.0324708931148052,0.0136167388409376,NA,NA,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,NA,NA,NA,NA,53,0.2070662304,NA,NA,NA,NA,NA,NA,53,2809,NA,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,10.2019996643066,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"28","CP","Consumer Price Indices",4,"Algeria",2013,2013,23013,"Consumer Prices, Food Indices (2015 = 100)",7001,"January",NA,92.555119,"X","International reliable sources","base year is 2015",91.9336323333333,680,"DZ","sptinc992j","p0p50",0.2070662304,"DZA",2414,NA,39208194,1.27067e+11,3240.832228,12880.39184,NA,0.00793842040002346,NA,NA,0.0266369804739952,0.00793415866792202,NA,NA,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,NA,NA,NA,NA,53,0.2070662304,NA,NA,NA,NA,NA,NA,54,2916,NA,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,9.66100025177002,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
