"","Domain Code","Domain","Area Code (FAO)","Area","Element Code","Element","Item Code","Item","Year Code","Year","Months Code","Months","Unit","Value","Flag","Flag Description","...1","country","variable","percentile","value","country_iso3","X1","AgrGDP","Pop","TotGDP","gdpCAP_wdi","gdpCAPppp_wdi","NonAgrGDP","growthWDI","AgrGDPgrowth","AgrGDPgrowthCap","TotGDPgrowth","TotGDPgrowthCap","NonAgrGDPgrowth","NonAgrGDPgrowthCap","firstyrWDIppp","GDPpctile_WDIppp","firstyrWDI","GDPpctile_WDI","continent","OilGDP","oil","gdpCAPppp","rgdpCAPgr","fid","UDel_temp_popweight","UDel_precip_popweight","UDel_precip_popweight_2","wdinomiss","bottom50","temp_sq","gdp_sq","temp_third","prec_third","temp_times_gdppc","prec_times_gdppc","time_trend","time_trend_sq","agri_share","avg_agri_share","Country Name","Indicator Name","Indicator Code","X65","agri_emp","avg_agri_emp","Above50","agri_bottom25","agri_25_50","agri_50_75","agri_top25","min_year","int_2007","agri_top50","agri_b25","agri_m_25_50","agri_m_50_75","agri_top_25","agri_top10","agri_b90","agri_top1","agri_b99","agri_top5","agri_b95","agri_top20","agri_b80","agri_b75","agri_b50"
"11","PP","Producer Prices",3,"Albania",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2006,2006,7021,"Annual value",NA,72,"Im","FAO data based on imputation methodology",34,"AL","sptinc992j","p0p50",0.2006,"ALB",143,1693518742,2968028,8795307928,2963.350726,7677.503881,7101789184,0.0570764131844044,0.0305292047560215,0.0388154536485672,0.0487901642918587,0.0570764131844044,0.0531944409012794,0.0614806935191154,1990,41,1980,42,"EECA",4.72280120849609,0,5917.4736328125,0.0481843948364258,5,12.93,1.16467,1.3564562089,33,0.2006,167.1849,35016494.1950312,2161.700757,1579823852.81956,76512.9340722656,6891904.01592773,47,2209,0.192547976246364,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,45.0620002746582,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"12","PP","Producer Prices",3,"Albania",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2007,2007,7021,"Annual value",NA,75,"Im","FAO data based on imputation methodology",35,"AL","sptinc992j","p0p50",0.2041,"ALB",144,1739243748,2940880,9314231095,3167.157822,8205.531077,7574987264,0.0665139704942703,0.0266419313848019,0.0358308330178261,0.0573250651359558,0.0665139704942703,0.0645049214363098,0.0736938193440437,1990,41,1980,42,"EECA",4.72280120849609,0,6184.78369140625,0.0532474517822266,5,13.91,1.07421,1.1539271241,33,0.2041,193.4881,38251549.3094847,2691.419471,1239560055.97946,86030.3411474609,6643756.48914551,48,2304,0.186729718240902,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,44.8569984436035,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"13","PP","Producer Prices",3,"Albania",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2008,2008,7021,"Annual value",NA,75,"Im","FAO data based on imputation methodology",36,"AL","sptinc992j","p0p50",0.2028,"ALB",145,1862730055,2912559,10031426890,3444.196972,8923.289233,8168696832,0.0838561803102493,0.068592794239521,0.0782695710659027,0.074179396033287,0.0838561803102493,0.0754577219486237,0.0851344987750053,1990,41,1980,42,"EECA",4.72280120849609,0,6942.23388671875,0.0689630508422852,5,13.91,1.05489,1.1127929121,33,0.2028,193.4881,48194611.3379061,2691.419471,1173874115.04517,96566.4733642578,7323293.10476074,49,2401,0.185689441335299,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,44.6559982299805,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"14","PP","Producer Prices",3,"Albania",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2009,2009,7021,"Annual value",NA,76,"Im","FAO data based on imputation methodology",37,"AL","sptinc992j","p0p50",0.2099,"ALB",146,1899984656,2884303,10362463977,3592.709912,9308.059304,8462479360,0.0422159917652607,0.0198026280850172,0.0295514278113842,0.0324671901762486,0.0422159917652607,0.0353328101336956,0.0450816079974174,1990,41,1980,42,"EECA",4.72280120849609,0,7504.73681640625,0.0289373397827148,5,13.89,1.49783,2.2434947089,33,0.2099,192.9321,56321074.6835234,2679.826869,3360373679.83169,104240.794379883,11240819.9457178,50,2500,0.183352594539012,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,44.0519981384277,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"15","PP","Producer Prices",3,"Albania",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2010,2010,7021,"Annual value",NA,83,"Im","FAO data based on imputation methodology",38,"AL","sptinc992j","p0p50",0.2124,"ALB",147,2027283628,2856673,10725150216,3754.41999,9727.020766,8697866240,0.044027041643858,0.0648509711027145,0.0744765847921371,0.0344014279544353,0.044027041643858,0.0274355374276638,0.0370611511170864,1990,41,1980,42,"EECA",4.72280120849609,0,7439.072265625,0.0350666046142578,5,13.81,1.66167,2.7611471889,33,0.2124,190.7161,55339796.1731911,2633.789341,4588115449.37946,102733.587988281,12361283.2116211,51,2601,0.189021467035087,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,42.0839996337891,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"16","PP","Producer Prices",3,"Albania",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2011,2011,7021,"Annual value",NA,86,"Im","FAO data based on imputation methodology",39,"AL","sptinc992j","p0p50",0.2097,"ALB",148,2108374973,2829337,11046904723,3904.414611,10115.62961,8938529792,0.0391740538179874,0.0392207130789757,0.0488359667360783,0.02955880202353,0.0391740538179874,0.0272933878004551,0.0369086377322674,1990,41,1980,42,"EECA",4.72280120849609,0,7486.56982421875,0.0161561965942383,NA,NA,NA,NA,33,0.2097,NA,56048727.7329028,NA,NA,NA,NA,52,2704,0.190856626889367,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,45.3880004882813,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"17","PP","Producer Prices",3,"Albania",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2012,2012,7021,"Annual value",NA,91,"Im","FAO data based on imputation methodology",40,"AL","sptinc992j","p0p50",0.212,"ALB",149,2192709972,2801681,11190513071,3994.213856,10348.28315,8997803008,0.0227389130741358,0.0392207130789757,0.0490435287356377,0.0129160992801189,0.0227389130741358,0.00660931458696723,0.0164321288466454,1990,41,1980,42,"EECA",4.72280120849609,0,NA,NA,NA,NA,NA,NA,33,0.212,NA,NA,NA,NA,NA,NA,53,2809,0.195943649597476,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,46.0429992675781,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"18","PP","Producer Prices",3,"Albania",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2013,2013,7021,"Annual value",NA,110,"Im","FAO data based on imputation methodology",41,"AL","sptinc992j","p0p50",0.2104,"ALB",150,NA,2773620,11335995640,4087.075966,10588.87202,NA,0.0229830145835876,NA,NA,0.0129167456179857,0.0229830127209425,NA,NA,1990,41,1980,42,"EECA",4.72280120849609,0,NA,NA,NA,NA,NA,NA,33,0.2104,NA,NA,NA,NA,NA,NA,54,2916,NA,0.218913949287955,"Albania","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,44.1980018615723,45.4170555538601,1,0,0,1,0,1996,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0
"19","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1991,1991,7021,"Annual value",NA,9,"Im","FAO data based on imputation methodology",658,"DZ","sptinc992j","p0p50",0.1535273325,"DZA",2392,4481627138,26893663,65965168517,2452.814573,9748.48761,61483540480,-0.0366894342005253,0.143234133720398,0.118617288768291,-0.0120725873857737,-0.0366894342005253,-0.0225032959133387,-0.0471201427280903,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,16.09,0.45436,0.2064430096,53,0.1535273325,258.8881,NA,4165.509529,93799445.841856,NA,NA,32,1024,0.0679392964310404,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,23.6030006408691,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"20","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1992,1992,7021,"Annual value",NA,14,"Im","FAO data based on imputation methodology",659,"DZ","sptinc992j","p0p50",0.1566735915,"DZA",2393,4687782390,27535151,67152543077,2438.793347,9692.76153,62464761856,-0.00573278358206153,0.0449734516441822,0.0214007273316383,0.0178399402648211,-0.00573278311640024,0.0158330835402012,-0.00773964123800397,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,16.11,0.54074,0.2923997476,53,0.1566735915,259.5321,NA,4181.062131,158112239.517224,NA,NA,33,1089,0.0698079651968621,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,23.3080005645752,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"21","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1993,1993,7021,"Annual value",NA,15,"Im","FAO data based on imputation methodology",660,"DZ","sptinc992j","p0p50",0.1598198508,"DZA",2394,4514334334,28157560,65742339165,2334.802418,9279.459073,61228003328,-0.0435761176049709,-0.037701889872551,-0.0600543655455112,-0.0212236437946558,-0.0435761176049709,-0.0199979320168495,-0.0423504039645195,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,16.62,0.38268,0.1464439824,53,0.1598198508,276.2244,NA,4590.849528,56041183.184832,NA,NA,34,1156,0.0686670780403772,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,23.0620002746582,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"22","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1994,1994,7021,"Annual value",NA,19,"Im","FAO data based on imputation methodology",661,"DZ","sptinc992j","p0p50",0.162966111,"DZA",2395,4108044230,28752749,65150660372,2265.893267,9005.585945,61042614272,-0.0299582108855247,-0.0943106859922409,-0.115228183567524,-0.0090407095849514,-0.0299582108855247,-0.00303244078531861,-0.0239499416202307,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.65,0.39108,0.1529435664,53,0.162966111,311.5225,NA,5498.372125,59813169.947712,NA,NA,35,1225,0.063054529402215,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,22.9120006561279,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"23","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1995,1995,7021,"Annual value",NA,23,"Im","FAO data based on imputation methodology",662,"DZ","sptinc992j","p0p50",0.1661123711,"DZA",2396,4722607563,29315463,67626382084,2306.850214,9168.36559,62903775232,0.0179139915853739,0.139414042234421,0.120032295584679,0.0372957363724709,0.0179139897227287,0.0300339665263891,0.0106522226706147,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.16,0.44294,0.1961958436,53,0.1661123711,294.4656,NA,5053.029696,86902986.964184,NA,NA,36,1296,0.0698338047588286,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,22.7870006561279,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"24","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1996,1996,7021,"Annual value",NA,26,"Im","FAO data based on imputation methodology",663,"DZ","sptinc992j","p0p50",0.1686719865,"DZA",2397,5851310616,29845208,70399062720,2358.806235,9374.860054,64547753984,0.0222726073116064,0.214304581284523,0.19639541208744,0.0401817746460438,0.0222726091742516,0.0257991403341293,0.00788997393101454,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,16.66,0.51434,0.2645456356,53,0.1686719865,277.5556,NA,4624.076296,136066402.214504,NA,NA,37,1369,0.0831163141940194,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,22.6900005340576,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"25","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1997,1997,7021,"Annual value",NA,29,"Im","FAO data based on imputation methodology",664,"DZ","sptinc992j","p0p50",0.1712316034,"DZA",2398,5064309633,30345466,71173452359,2345.439426,9321.734892,66109140992,-0.00568288564682007,-0.144447848200798,-0.161070674657822,0.0109399389475584,-0.00568288564682007,0.0239017065614462,0.00727888103574514,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.58,0.46884,0.2198109456,53,0.1712316034,309.0564,NA,5433.211512,103056163.735104,NA,NA,38,1444,0.0711544749502321,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,22.4939994812012,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"26","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1998,1998,7021,"Annual value",NA,36,"Im","FAO data based on imputation methodology",665,"DZ","sptinc992j","p0p50",0.1737912196,"DZA",2399,5641640661,30820435,74803300996,2427.068307,9646.161427,69161656320,0.0342112965881824,0.107957094907761,0.0924262627959251,0.0497421249747276,0.0342112965881824,0.0451395809650421,0.0296087544411421,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,16.96,0.43615,0.1902268225,53,0.1737912196,287.6416,NA,4878.401536,82967428.633375,NA,NA,39,1521,0.0754196751464441,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,22.1240005493164,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"27","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",1999,1999,7021,"Annual value",NA,37,"Im","FAO data based on imputation methodology",666,"DZ","sptinc992j","p0p50",0.1763508361,"DZA",2400,5793964999,31276295,77197007776,2468.227384,9809.74442,71403044864,0.0168161634355783,0.0266419369727373,0.0119594195857644,0.0314986817538738,0.0168161634355783,0.0318939052522182,0.0172113850712776,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.67,0.52238,0.2728808644,53,0.1763508361,312.2289,NA,5517.084663,142547505.945272,NA,NA,40,1600,0.0750542691474799,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,22.0209999084473,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
"28","PP","Producer Prices",4,"Algeria",5539,"Producer Price Index (2014-2016 = 100)",2051,"Agriculture",2000,2000,7021,"Annual value",NA,38,"Im","FAO data based on imputation methodology",667,"DZ","sptinc992j","p0p50",0.1789104518,"DZA",2401,5504266889,31719449,78895342490,2487.286034,9885.491284,73391079424,0.00769193517044187,-0.0512932687997818,-0.0653628334403038,0.0217614993453026,0.00769193517044187,0.0274618808180094,0.0133923171088099,1990,63,1960,57,"MENA",10.3619756698608,0,NA,NA,3,17.46,0.33052,0.1092434704,53,0.1789104518,304.8516,NA,5322.708936,36107151.836608,NA,NA,41,1681,0.0697666898359389,0.0747576774018416,"Algeria","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS",NA,22.0419998168945,18.8551306102587,0,0,1,0,0,1988,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1
